sampled_at,partition_00_process_ids,partition_00_rss_bytes,partition_01_process_ids,partition_01_rss_bytes,global_rss_bytes,output_bytes
2026-07-19T20:21:17.5888222Z,11164|35076,76107776,54544|58844,80228352,156336128,6435
2026-07-19T20:29:12.1276489Z,11164|34544|35076|39588,5440925696,5204|54068|54544|58844,6197760000,11638685696,168618526
2026-07-19T20:29:14.2588751Z,11164|34544|35076|39588,6660030464,5204|54068|54544|58844,7179649024,13839679488,168618526
2026-07-19T20:29:16.3833782Z,11164|34544|35076|39588,4996837376,5204|54068|54544|58844,5022384128,10019221504,172519035
2026-07-19T20:29:18.5306325Z,11164|34544|35076|39588,8955830272,5204|54068|54544|58844,10130169856,19086000128,172519035
2026-07-19T20:29:20.6497081Z,11164|34544|35076|39588,10856837120,5204|54068|54544|58844,12972085248,23828922368,172519035
2026-07-19T20:29:22.7922418Z,11164|34544|35076|39588,12589297664,5204|54068|54544|58844,14306168832,26895466496,172519035
2026-07-19T20:29:24.9388845Z,11164|34544|35076|39588,13672271872,5204|54068|54544|58844,14793957376,28466229248,172519035
2026-07-19T20:29:27.1174048Z,11164|34544|35076|39588,11247452160,5204|54068|54544|58844,15596167168,26843619328,172519035
2026-07-19T20:29:29.2198397Z,11164|34544|35076|39588,5867311104,5204|54068|54544|58844,6392958976,12260270080,172519035
2026-07-19T20:29:31.3397199Z,11164|34544|35076|39588,6949052416,5204|54068|54544|58844,7474356224,14423408640,172519035
2026-07-19T20:29:33.4596027Z,11164|34544|35076|39588,4599291904,5204|54068|54544|58844,5708705792,10307997696,172519035
2026-07-19T20:29:35.5959555Z,11164|34544|35076|39588,7139295232,5204|54068|54544|58844,6220419072,13359714304,172519035
2026-07-19T20:29:37.7278296Z,11164|34544|35076|39588,7631151104,5204|54068|54544|58844,7472676864,15103827968,172519035
2026-07-19T20:29:39.9122054Z,11164|34544|35076|39588,5576286208,5204|54068|54544|58844,5436428288,11012714496,172519035
2026-07-19T20:29:42.0212483Z,11164|34544|35076|39588,7336558592,5204|54068|54544|58844,6755774464,14092333056,172519035
2026-07-19T20:29:44.1723132Z,11164|34544|35076|39588,4603146240,5204|54068|54544|58844,7177793536,11780939776,172519035
2026-07-19T20:29:46.2660894Z,11164|34544|35076|39588,6779891712,5204|54068|54544|58844,6006747136,12786638848,172519035
2026-07-19T20:29:48.3991661Z,11164|34544|35076|39588,7152586752,5204|54068|54544|58844,7666290688,14818877440,172576482
2026-07-19T20:29:50.4822042Z,11164|34544|35076|39588,5914071040,5204|54068|54544|58844,6030536704,11944607744,172576482
2026-07-19T20:29:52.5986596Z,11164|34544|35076|39588,7143546880,5204|54068|54544|58844,6975016960,14118563840,172576482
2026-07-19T20:29:54.7384872Z,11164|34544|35076|39588,5086502912,5204|54068|54544|58844,4828237824,9914740736,172576482
2026-07-19T20:29:56.8904156Z,11164|34544|35076|39588,6654902272,5204|54068|54544|58844,6693679104,13348581376,172576482
2026-07-19T20:29:59.0265840Z,11164|34544|35076|39588,4988813312,5204|54068|54544|58844,7176712192,12165525504,172576482
2026-07-19T20:30:01.1162893Z,11164|34544|35076|39588,6092648448,5204|54068|54544|58844,6479687680,12572336128,172576482
2026-07-19T20:30:03.2677443Z,11164|34544|35076|39588,4547764224,5204|54068|54544|58844,7175880704,11723644928,172576482
2026-07-19T20:30:05.4029130Z,11164|34544|35076|39588,6614495232,5204|54068|54544|58844,6759714816,13374210048,172576482
2026-07-19T20:30:07.5574823Z,11164|34544|35076|39588,7240241152,5204|54068|54544|58844,8053075968,15293317120,172576482
2026-07-19T20:30:09.7208684Z,11164|34544|35076|39588,5964197888,5204|54068|54544|58844,6620790784,12584988672,172576482
2026-07-19T20:30:11.8908998Z,11164|34544|35076|39588,6654124032,5204|54068|54544|58844,6728425472,13382549504,172576482
2026-07-19T20:30:14.0052364Z,11164|34544|35076|39588,4945444864,5204|54068|54544|58844,4952092672,9897537536,172576482
2026-07-19T20:30:16.1369563Z,11164|34544|35076|39588,8540360704,5204|54068|54544|58844,9563910144,18104270848,172576482
2026-07-19T20:30:18.3121677Z,11164|34544|35076|39588,10857639936,5204|54068|54544|58844,12911509504,23769149440,172576482
2026-07-19T20:30:20.4374471Z,11164|34544|35076|39588,12590379008,5204|54068|54544|58844,14303633408,26894012416,176468480
2026-07-19T20:30:22.5671444Z,11164|34544|35076|39588,13673332736,5204|54068|54544|58844,15581986816,29255319552,176468480
2026-07-19T20:30:24.6600822Z,11164|34544|35076|39588,11054166016,5204|54068|54544|58844,14451171328,25505337344,176468480
2026-07-19T20:30:26.8681511Z,11164|34544|35076|39588,5667098624,5204|54068|54544|58844,6188843008,11855941632,176468480
2026-07-19T20:30:29.0132431Z,11164|34544|35076|39588,6957031424,5204|54068|54544|58844,7473819648,14430851072,176468480
2026-07-19T20:30:31.1524055Z,11164|34544|35076|39588,5386895360,5204|54068|54544|58844,5748146176,11135041536,176468480
2026-07-19T20:30:33.2796117Z,11164|34544|35076|39588,6362718208,5204|54068|54544|58844,6781509632,13144227840,176468480
2026-07-19T20:30:35.3837942Z,11164|34544|35076|39588,7639789568,5204|54068|54544|58844,7473741824,15113531392,176468480
2026-07-19T20:30:37.4943992Z,11164|34544|35076|39588,6166904832,5204|54068|54544|58844,5938622464,12105527296,176468480
2026-07-19T20:30:39.6243345Z,11164|34544|35076|39588,7345324032,5204|54068|54544|58844,6489182208,13834506240,176468480
2026-07-19T20:30:41.7707481Z,11164|34544|35076|39588,5142220800,5204|54068|54544|58844,4928057344,10070278144,176468480
2026-07-19T20:30:43.9014693Z,11164|34544|35076|39588,6458748928,5204|54068|54544|58844,6587019264,13045768192,176468480
2026-07-19T20:30:46.0127100Z,11164|34544|35076|39588,5092294656,5204|54068|54544|58844,7667904512,12760199168,176468480
2026-07-19T20:30:48.1496169Z,11164|34544|35076|39588,6629318656,5204|54068|54544|58844,6046838784,12676157440,176468480
2026-07-19T20:30:50.2722319Z,11164|34544|35076|39588,7149088768,5204|54068|54544|58844,7667118080,14816206848,176468480
2026-07-19T20:30:52.4149786Z,11164|34544|35076|39588,5775228928,5204|54068|54544|58844,6292688896,12067917824,176541801
2026-07-19T20:30:54.5273307Z,11164|34544|35076|39588,6660915200,5204|54068|54544|58844,6328139776,12989054976,176541801
2026-07-19T20:30:56.6964861Z,11164|34544|35076|39588,4993830912,5204|54068|54544|58844,6185521152,11179352064,176541801
2026-07-19T20:30:58.9276494Z,11164|34544|35076|39588,6952681472,5204|54068|54544|58844,6634500096,13587181568,176541801
2026-07-19T20:31:01.0571023Z,11164|34544|35076|39588,5774057472,5204|54068|54544|58844,7176912896,12950970368,176541801
2026-07-19T20:31:03.1395282Z,11164|34544|35076|39588,6834106368,5204|54068|54544|58844,7168991232,14003097600,176541801
2026-07-19T20:31:05.2782849Z,11164|34544|35076|39588,7255814144,5204|54068|54544|58844,8054472704,15310286848,176541801
2026-07-19T20:31:07.3554596Z,11164|34544|35076|39588,6071287808,5204|54068|54544|58844,6128840704,12200128512,176541801
2026-07-19T20:31:09.4807169Z,11164|34544|35076|39588,6659248128,5204|54068|54544|58844,7175573504,13834821632,176541801
2026-07-19T20:31:11.6319863Z,11164|34544|35076|39588,5227233280,5204|54068|54544|58844,5453832192,10681065472,176541801
2026-07-19T20:31:13.8392948Z,11164|34544|35076|39588,10588151808,5204|54068|54544|58844,11786698752,22374850560,176541801
2026-07-19T20:31:16.0183934Z,11164|34544|35076|39588,11389407232,5204|54068|54544|58844,12765003776,24154411008,176541801
2026-07-19T20:31:18.0956062Z,11164|34544|35076|39588,12395298816,5204|54068|54544|58844,14498525184,26893824000,176541801
2026-07-19T20:31:20.2423247Z,11164|34544|35076|39588,13685014528,5204|54068|54544|58844,15581958144,29266972672,176541801
2026-07-19T20:31:22.4095364Z,11164|34544|35076|39588,11354533888,5204|54068|54544|58844,13328822272,24683356160,176541801
2026-07-19T20:31:24.5483503Z,11164|34544|35076|39588,6377017344,5204|54068|54544|58844,6192480256,12569497600,180429491
2026-07-19T20:31:26.7148634Z,11164|34544|35076|39588,6961192960,5204|54068|54544|58844,7480901632,14442094592,180429491
2026-07-19T20:31:28.9007723Z,11164|34544|35076|39588,5926531072,5204|54068|54544|58844,5628223488,11554754560,180429491
2026-07-19T20:31:30.9880576Z,11164|34544|35076|39588,7644053504,5204|54068|54544|58844,7034621952,14678675456,180429491
2026-07-19T20:31:33.1419481Z,11164|34544|35076|39588,5269749760,5204|54068|54544|58844,7480725504,12750475264,180429491
2026-07-19T20:31:35.2087757Z,11164|34544|35076|39588,6191865856,5204|54068|54544|58844,5504167936,11696033792,180429491
2026-07-19T20:31:37.3072673Z,11164|34544|35076|39588,7349272576,5204|54068|54544|58844,6495764480,13845037056,180429491
2026-07-19T20:31:39.4586185Z,11164|34544|35076|39588,5193666560,5204|54068|54544|58844,4930465792,10124132352,180429491
2026-07-19T20:31:41.5847875Z,11164|34544|35076|39588,7153270784,5204|54068|54544|58844,6513426432,13666697216,180429491
2026-07-19T20:31:43.7648802Z,11164|34544|35076|39588,5115764736,5204|54068|54544|58844,7674683392,12790448128,180429491
2026-07-19T20:31:45.8630789Z,11164|34544|35076|39588,6743130112,5204|54068|54544|58844,6397898752,13141028864,180429491
2026-07-19T20:31:47.9920779Z,11164|34544|35076|39588,7163998208,5204|54068|54544|58844,7661436928,14825435136,180429491
2026-07-19T20:31:50.1087064Z,11164|34544|35076|39588,5469351936,5204|54068|54544|58844,6280892416,11750244352,180429491
2026-07-19T20:31:52.2218685Z,11164|34544|35076|39588,6632554496,5204|54068|54544|58844,6472826880,13105381376,180429491
2026-07-19T20:31:54.3458879Z,11164|34544|35076|39588,5438935040,5204|54068|54544|58844,6421868544,11860803584,180429491
2026-07-19T20:31:56.4676784Z,11164|34544|35076|39588,6904135680,5204|54068|54544|58844,6649208832,13553344512,180503245
2026-07-19T20:31:58.6273313Z,11164|34544|35076|39588,5717045248,5204|54068|54544|58844,7150657536,12867702784,180503245
2026-07-19T20:32:00.7503206Z,11164|34544|35076|39588,6027808768,5204|54068|54544|58844,7128723456,13156532224,180503245
2026-07-19T20:32:02.8791188Z,11164|34544|35076|39588,5981827072,5204|54068|54544|58844,8002379776,13984206848,180503245
2026-07-19T20:32:04.9960162Z,11164|34544|35076|39588,5945810944,5204|54068|54544|58844,6076346368,12022157312,180503245
2026-07-19T20:32:07.1507101Z,11164|34544|35076|39588,6576742400,5204|54068|54544|58844,7110967296,13687709696,180503245
2026-07-19T20:32:09.2682518Z,11164|34544|35076|39588,5358678016,5204|54068|54544|58844,5452206080,10810884096,180503245
2026-07-19T20:32:11.3854467Z,11164|34544|35076|39588,10823524352,5204|54068|54544|58844,11486490624,22310014976,180503245
2026-07-19T20:32:13.5499233Z,11164|34544|35076|39588,11145445376,5204|54068|54544|58844,12727377920,23872823296,180503245
2026-07-19T20:32:15.6331518Z,11164|34544|35076|39588,12656844800,5204|54068|54544|58844,14429384704,27086229504,180503245
2026-07-19T20:32:17.8228549Z,11164|34544|35076|39588,13597859840,5204|54068|54544|58844,15513874432,29111734272,180503245
2026-07-19T20:32:20.0047011Z,11164|34544|35076|39588,10913079296,5204|54068|54544|58844,12868923392,23782002688,180503245
2026-07-19T20:32:22.1493463Z,11164|34544|35076|39588,6427115520,5204|54068|54544|58844,6253522944,12680638464,180503245
2026-07-19T20:32:24.2265180Z,11164|34544|35076|39588,6866198528,5204|54068|54544|58844,7383093248,14249291776,180503245
2026-07-19T20:32:26.4047216Z,11164|34544|35076|39588,6759665664,5204|54068|54544|58844,5571665920,12331331584,180503245
2026-07-19T20:32:28.5340267Z,11164|34544|35076|39588,7549218816,5204|54068|54544|58844,6895034368,14444253184,184388427
2026-07-19T20:32:30.7489392Z,11164|34544|35076|39588,5384175616,5204|54068|54544|58844,7381991424,12766167040,184388427
2026-07-19T20:32:32.8358121Z,11164|34544|35076|39588,6648733696,5204|54068|54544|58844,5520064512,12168798208,184388427
2026-07-19T20:32:34.9511742Z,11164|34544|35076|39588,7253438464,5204|54068|54544|58844,7087173632,14340612096,184388427
2026-07-19T20:32:37.0790702Z,11164|34544|35076|39588,5299318784,5204|54068|54544|58844,4719951872,10019270656,184388427
2026-07-19T20:32:39.2236837Z,11164|34544|35076|39588,7055200256,5204|54068|54544|58844,6889971712,13945171968,184388427
2026-07-19T20:32:41.3724299Z,11164|34544|35076|39588,5093892096,5204|54068|54544|58844,7575703552,12669595648,184388427
2026-07-19T20:32:43.4678067Z,11164|34544|35076|39588,6363914240,5204|54068|54544|58844,6493724672,12857638912,184388427
2026-07-19T20:32:45.6070859Z,11164|34544|35076|39588,4996141056,5204|54068|54544|58844,7575662592,12571803648,184388427
2026-07-19T20:32:47.7886229Z,11164|34544|35076|39588,6006083584,5204|54068|54544|58844,6261198848,12267282432,184388427
2026-07-19T20:32:49.9196962Z,11164|34544|35076|39588,6565535744,5204|54068|54544|58844,7087247360,13652783104,184388427
2026-07-19T20:32:52.0407982Z,11164|34544|35076|39588,5971615744,5204|54068|54544|58844,5028536320,11000152064,184388427
2026-07-19T20:32:54.1944168Z,11164|34544|35076|39588,6857854976,5204|54068|54544|58844,6597820416,13455675392,184388427
2026-07-19T20:32:56.2939930Z,11164|34544|35076|39588,5775642624,5204|54068|54544|58844,7086592000,12862234624,184388427
2026-07-19T20:32:58.3714383Z,11164|34544|35076|39588,6459265024,5204|54068|54544|58844,6761340928,13220605952,184388427
2026-07-19T20:33:00.5662998Z,11164|34544|35076|39588,5002350592,5204|54068|54544|58844,7964975104,12967325696,184465707
2026-07-19T20:33:02.6965646Z,11164|34544|35076|39588,6153543680,5204|54068|54544|58844,5858971648,12012515328,184465707
2026-07-19T20:33:04.8527564Z,11164|34544|35076|39588,6564261888,5204|54068|54544|58844,7085088768,13649350656,184465707
2026-07-19T20:33:06.9721538Z,11164|34544|35076|39588,5527597056,5204|54068|54544|58844,5721665536,11249262592,184465707
2026-07-19T20:33:09.0933374Z,11164|34544|35076|39588,10878341120,5204|54068|54544|58844,11781640192,22659981312,184465707
2026-07-19T20:33:11.2036217Z,11164|34544|35076|39588,11565932544,5204|54068|54544|58844,12724264960,24290197504,184465707
2026-07-19T20:33:13.3043913Z,11164|34544|35076|39588,12978229248,5204|54068|54544|58844,14193774592,27172003840,184465707
2026-07-19T20:33:15.4611470Z,11164|34544|35076|39588,13604560896,5204|54068|54544|58844,15522246656,29126807552,184465707
2026-07-19T20:33:17.5666648Z,11164|34544|35076|39588,10853744640,5204|54068|54544|58844,13450936320,24304680960,184465707
2026-07-19T20:33:19.7259962Z,11164|34544|35076|39588,6373470208,5204|54068|54544|58844,6682578944,13056049152,184465707
2026-07-19T20:33:21.8523084Z,11164|34544|35076|39588,6851960832,5204|54068|54544|58844,7381098496,14233059328,184465707
2026-07-19T20:33:23.9973493Z,11164|34544|35076|39588,6346469376,5204|54068|54544|58844,6003539968,12350009344,184465707
2026-07-19T20:33:26.0916951Z,11164|34544|35076|39588,7502569472,5204|54068|54544|58844,6851969024,14354538496,184465707
2026-07-19T20:33:28.2290388Z,11164|34544|35076|39588,4816908288,5204|54068|54544|58844,7380267008,12197175296,184465707
2026-07-19T20:33:30.3125147Z,11164|34544|35076|39588,6482964480,5204|54068|54544|58844,5856530432,12339494912,184465707
2026-07-19T20:33:32.4644417Z,11164|34544|35076|39588,7185248256,5204|54068|54544|58844,7085248512,14270496768,188347350
2026-07-19T20:33:34.6044004Z,11164|34544|35076|39588,5613129728,5204|54068|54544|58844,5121900544,10735030272,188347350
2026-07-19T20:33:36.7747401Z,11164|34544|35076|39588,6989103104,5204|54068|54544|58844,6984814592,13973917696,188347350
2026-07-19T20:33:38.9241178Z,11164|34544|35076|39588,5192495104,5204|54068|54544|58844,7572869120,12765364224,188347350
2026-07-19T20:33:41.1022444Z,11164|34544|35076|39588,5824757760,5204|54068|54544|58844,6489550848,12314308608,188347350
2026-07-19T20:33:43.2345922Z,11164|34544|35076|39588,4733784064,5204|54068|54544|58844,7572512768,12306296832,188347350
2026-07-19T20:33:45.3192850Z,11164|34544|35076|39588,5991809024,5204|54068|54544|58844,6391721984,12383531008,188347350
2026-07-19T20:33:47.4469905Z,11164|34544|35076|39588,6500802560,5204|54068|54544|58844,7083368448,13584171008,188347350
2026-07-19T20:33:49.6128926Z,11164|34544|35076|39588,5906649088,5204|54068|54544|58844,5013381120,10920030208,188347350
2026-07-19T20:33:51.8031852Z,11164|34544|35076|39588,6793834496,5204|54068|54544|58844,6711877632,13505712128,188347350
2026-07-19T20:33:53.8780939Z,11164|34544|35076|39588,5663657984,5204|54068|54544|58844,7087431680,12751089664,188347350
2026-07-19T20:33:55.9573329Z,11164|34544|35076|39588,6394769408,5204|54068|54544|58844,6757781504,13152550912,188347350
2026-07-19T20:33:58.0806151Z,11164|34544|35076|39588,6035038208,5204|54068|54544|58844,7963000832,13998039040,188347350
2026-07-19T20:34:00.1650976Z,11164|34544|35076|39588,5929168896,5204|54068|54544|58844,5778026496,11707195392,188347350
2026-07-19T20:34:02.2814187Z,11164|34544|35076|39588,6499713024,5204|54068|54544|58844,7082684416,13582397440,188347350
2026-07-19T20:34:04.3992273Z,11164|34544|35076|39588,5130383360,5204|54068|54544|58844,5315575808,10445959168,192247845
2026-07-19T20:34:06.5201539Z,11164|34544|35076|39588,10243600384,5204|54068|54544|58844,11058176000,21301776384,192247845
2026-07-19T20:34:08.6091319Z,11164|34544|35076|39588,11114762240,5204|54068|54544|58844,13684391936,24799154176,192247845
2026-07-19T20:34:10.7474973Z,11164|34544|35076|39588,12218318848,5204|54068|54544|58844,14529875968,26748194816,192247845
2026-07-19T20:34:12.8961142Z,11164|34544|35076|39588,13540241408,5204|54068|54544|58844,15615381504,29155622912,192247845
2026-07-19T20:34:15.0379522Z,11164|34544|35076|39588,11247140864,5204|54068|54544|58844,12967215104,24214355968,192247845
2026-07-19T20:34:17.1611011Z,11164|34544|35076|39588,5557358592,5204|54068|54544|58844,6211272704,11768631296,192247845
2026-07-19T20:34:19.2914775Z,11164|34544|35076|39588,6801432576,5204|54068|54544|58844,7482253312,14283685888,192247845
2026-07-19T20:34:21.4028759Z,11164|34544|35076|39588,5262331904,5204|54068|54544|58844,5517303808,10779635712,192247845
2026-07-19T20:34:23.5316411Z,11164|34544|35076|39588,7006044160,5204|54068|54544|58844,6954889216,13960933376,192247845
2026-07-19T20:34:25.6513585Z,11164|34544|35076|39588,7485243392,5204|54068|54544|58844,7481438208,14966681600,192247845
2026-07-19T20:34:27.8015929Z,11164|34544|35076|39588,6009319424,5204|54068|54544|58844,5662945280,11672264704,192247845
2026-07-19T20:34:29.9257672Z,11164|34544|35076|39588,7190261760,5204|54068|54544|58844,6494187520,13684449280,192247845
2026-07-19T20:34:32.0178005Z,11164|34544|35076|39588,5030768640,5204|54068|54544|58844,6104612864,11135381504,192247845
2026-07-19T20:34:34.1488591Z,11164|34544|35076|39588,5800714240,5204|54068|54544|58844,6410092544,12210806784,192247845
2026-07-19T20:34:36.2522783Z,11164|34544|35076|39588,7004811264,5204|54068|54544|58844,7674609664,14679420928,192305248
2026-07-19T20:34:38.3554175Z,11164|34544|35076|39588,5776105472,5204|54068|54544|58844,6199767040,11975872512,192305248
2026-07-19T20:34:40.4656586Z,11164|34544|35076|39588,6993936384,5204|54068|54544|58844,6981865472,13975801856,192305248
2026-07-19T20:34:42.5791327Z,11164|34544|35076|39588,5225680896,5204|54068|54544|58844,5362069504,10587750400,192305248
2026-07-19T20:34:44.7887411Z,11164|34544|35076|39588,6504173568,5204|54068|54544|58844,6773329920,13277503488,192305248
2026-07-19T20:34:46.9105393Z,11164|34544|35076|39588,4344741888,5204|54068|54544|58844,7184007168,11528749056,192305248
2026-07-19T20:34:48.9857380Z,11164|34544|35076|39588,6401929216,5204|54068|54544|58844,6491598848,12893528064,192305248
2026-07-19T20:34:51.1180040Z,11164|34544|35076|39588,6796730368,5204|54068|54544|58844,7183458304,13980188672,192305248
2026-07-19T20:34:53.2546504Z,11164|34544|35076|39588,5872844800,5204|54068|54544|58844,6784438272,12657283072,192305248
2026-07-19T20:34:55.3926393Z,11164|34544|35076|39588,7090450432,5204|54068|54544|58844,8063176704,15153627136,192305248
2026-07-19T20:34:57.5551184Z,11164|34544|35076|39588,5571231744,5204|54068|54544|58844,6715559936,12286791680,192305248
2026-07-19T20:34:59.7477317Z,11164|34544|35076|39588,6503227392,5204|54068|54544|58844,6201618432,12704845824,192305248
2026-07-19T20:35:01.8292959Z,11164|34544|35076|39588,4340072448,5204|54068|54544|58844,7192809472,11532881920,192305248
2026-07-19T20:35:03.9755827Z,11164|34544|35076|39588,7726387200,5204|54068|54544|58844,8804966400,16531353600,192305248
2026-07-19T20:35:06.1128832Z,11164|34544|35076|39588,10382569472,5204|54068|54544|58844,10565545984,20948115456,192305248
2026-07-19T20:35:08.2473986Z,11164|34544|35076|39588,12002357248,5204|54068|54544|58844,13974433792,25976791040,196021433
2026-07-19T20:35:10.4288078Z,11164|34544|35076|39588,12281352192,5204|54068|54544|58844,15125102592,27406454784,196021433
2026-07-19T20:35:12.5482850Z,11164|34544|35076|39588,13563551744,5204|54068|54544|58844,15648026624,29211578368,196021433
2026-07-19T20:35:14.7182271Z,11164|34544|35076|39588,5317451776,5204|54068|54544|58844,6015102976,11332554752,196021433
2026-07-19T20:35:16.8598828Z,11164|34544|35076|39588,6798856192,5204|54068|54544|58844,6700212224,13499068416,196021433
2026-07-19T20:35:18.9464122Z,11164|34544|35076|39588,4303740928,5204|54068|54544|58844,5847154688,10150895616,196021433
2026-07-19T20:35:21.0679423Z,11164|34544|35076|39588,6185132032,5204|54068|54544|58844,6505234432,12690366464,196021433
2026-07-19T20:35:23.1864153Z,11164|34544|35076|39588,7483297792,5204|54068|54544|58844,7492710400,14976008192,196021433
2026-07-19T20:35:25.3369677Z,11164|34544|35076|39588,4763729920,5204|54068|54544|58844,5330829312,10094559232,196021433
2026-07-19T20:35:27.4185770Z,11164|34544|35076|39588,6812033024,5204|54068|54544|58844,5976276992,12788310016,196021433
2026-07-19T20:35:29.5476462Z,11164|34544|35076|39588,7178235904,5204|54068|54544|58844,7197941760,14376177664,196021433
2026-07-19T20:35:31.6819791Z,11164|34544|35076|39588,5723885568,5204|54068|54544|58844,6432034816,12155920384,196021433
2026-07-19T20:35:33.8295892Z,11164|34544|35076|39588,6940921856,5204|54068|54544|58844,6808530944,13749452800,196021433
2026-07-19T20:35:35.9542803Z,11164|34544|35076|39588,5440131072,5204|54068|54544|58844,6860431360,12300562432,196021433
2026-07-19T20:35:38.0951937Z,11164|34544|35076|39588,6907027456,5204|54068|54544|58844,6488543232,13395570688,196021433
2026-07-19T20:35:40.2376293Z,11164|34544|35076|39588,4861243392,5204|54068|54544|58844,7689932800,12551176192,196091067
2026-07-19T20:35:42.3168279Z,11164|34544|35076|39588,5968560128,5204|54068|54544|58844,6451212288,12419772416,196091067
2026-07-19T20:35:44.4518267Z,11164|34544|35076|39588,6394720256,5204|54068|54544|58844,7200477184,13595197440,196091067
2026-07-19T20:35:46.5916468Z,11164|34544|35076|39588,5979291648,5204|54068|54544|58844,5039603712,11018895360,196091067
2026-07-19T20:35:48.7768148Z,11164|34544|35076|39588,6687703040,5204|54068|54544|58844,6505750528,13193453568,196091067
2026-07-19T20:35:50.8841130Z,11164|34544|35076|39588,5897764864,5204|54068|54544|58844,4743892992,10641657856,196091067
2026-07-19T20:35:53.0223972Z,11164|34544|35076|39588,6981767168,5204|54068|54544|58844,7515119616,14496886784,196091067
2026-07-19T20:35:55.1796766Z,11164|34544|35076|39588,5506043904,5204|54068|54544|58844,8080019456,13586063360,196091067
2026-07-19T20:35:57.2468667Z,11164|34544|35076|39588,6020632576,5204|54068|54544|58844,6408495104,12429127680,196091067
2026-07-19T20:35:59.3784776Z,11164|34544|35076|39588,6394359808,5204|54068|54544|58844,7198994432,13593354240,196091067
2026-07-19T20:36:01.4904300Z,11164|34544|35076|39588,5231595520,5204|54068|54544|58844,5999837184,11231432704,196091067
2026-07-19T20:36:03.6300760Z,11164|34544|35076|39588,10276724736,5204|54068|54544|58844,11902808064,22179532800,196091067
2026-07-19T20:36:05.7675877Z,11164|34544|35076|39588,11050979328,5204|54068|54544|58844,12701106176,23752085504,196091067
2026-07-19T20:36:07.8405271Z,11164|34544|35076|39588,12166635520,5204|54068|54544|58844,14447181824,26613817344,196091067
2026-07-19T20:36:09.9747082Z,11164|34544|35076|39588,13461307392,5204|54068|54544|58844,15643463680,29104771072,196091067
2026-07-19T20:36:12.1455357Z,11164|34544|35076|39588,11368480768,5204|54068|54544|58844,12991623168,24360103936,199979665
2026-07-19T20:36:14.2899602Z,11164|34544|35076|39588,5922852864,5204|54068|54544|58844,6183972864,12106825728,199979665
2026-07-19T20:36:16.4155208Z,11164|34544|35076|39588,6699634688,5204|54068|54544|58844,7476006912,14175641600,199979665
2026-07-19T20:36:18.5645344Z,11164|34544|35076|39588,5583388672,5204|54068|54544|58844,5615349760,11198738432,199979665
2026-07-19T20:36:20.7397869Z,11164|34544|35076|39588,6592638976,5204|54068|54544|58844,6988656640,13581295616,199979665
2026-07-19T20:36:22.8751022Z,11164|34544|35076|39588,7389466624,5204|54068|54544|58844,7476137984,14865604608,199979665
2026-07-19T20:36:25.0232899Z,11164|34544|35076|39588,5831786496,5204|54068|54544|58844,5802770432,11634556928,199979665
2026-07-19T20:36:27.1915896Z,11164|34544|35076|39588,7089340416,5204|54068|54544|58844,7181275136,14270615552,199979665
2026-07-19T20:36:29.3153154Z,11164|34544|35076|39588,5122998272,5204|54068|54544|58844,5313118208,10436116480,199979665
2026-07-19T20:36:31.4100606Z,11164|34544|35076|39588,6199902208,5204|54068|54544|58844,6954369024,13154271232,199979665
2026-07-19T20:36:33.5106515Z,11164|34544|35076|39588,4567179264,5204|54068|54544|58844,7671689216,12238868480,199979665
2026-07-19T20:36:35.5964260Z,11164|34544|35076|39588,5710450688,5204|54068|54544|58844,5999333376,11709784064,199979665
2026-07-19T20:36:37.6982411Z,11164|34544|35076|39588,6892826624,5204|54068|54544|58844,7671607296,14564433920,199979665
2026-07-19T20:36:39.7939954Z,11164|34544|35076|39588,5052268544,5204|54068|54544|58844,5705646080,10757914624,199979665
2026-07-19T20:36:41.9815009Z,11164|34544|35076|39588,6402678784,5204|54068|54544|58844,6307012608,12709691392,199979665
2026-07-19T20:36:44.1359103Z,11164|34544|35076|39588,4377198592,5204|54068|54544|58844,7186640896,11563839488,200048986
2026-07-19T20:36:46.2616326Z,11164|34544|35076|39588,6272110592,5204|54068|54544|58844,5987880960,12259991552,200048986
2026-07-19T20:36:48.3632125Z,11164|34544|35076|39588,6700265472,5204|54068|54544|58844,7182655488,13882920960,200048986
2026-07-19T20:36:50.4993043Z,11164|34544|35076|39588,5761282048,5204|54068|54544|58844,7174914048,12936196096,200048986
2026-07-19T20:36:52.6568337Z,11164|34544|35076|39588,6990016512,5204|54068|54544|58844,8064270336,15054286848,200048986
2026-07-19T20:36:54.8184353Z,11164|34544|35076|39588,5685678080,5204|54068|54544|58844,6783410176,12469088256,200048986
2026-07-19T20:36:56.9544067Z,11164|34544|35076|39588,6403067904,5204|54068|54544|58844,6489325568,12892393472,200048986
2026-07-19T20:36:59.0596651Z,11164|34544|35076|39588,4101541888,5204|54068|54544|58844,4863016960,8964558848,200048986
2026-07-19T20:37:01.2084574Z,11164|34544|35076|39588,6683017216,5204|54068|54544|58844,7918518272,14601535488,200048986
2026-07-19T20:37:03.3372162Z,11164|34544|35076|39588,9377710080,5204|54068|54544|58844,11873329152,21251039232,200048986
2026-07-19T20:37:05.5018430Z,11164|34544|35076|39588,11570831360,5204|54068|54544|58844,13677010944,25247842304,200048986
2026-07-19T20:37:07.6348480Z,11164|34544|35076|39588,12992045056,5204|54068|54544|58844,15228162048,28220207104,200048986
