field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,pit_status,materialization_status,search_status,recommended_routes,information_status,information_qualified,core_pack_selected,coverage,sample_unique,normalized_entropy,temporal_change_rate,semantic_support_group,qualification_state,qualification_reason,raw_generator_exposure,blocked_reason
source::cn_source::profit_sheet_report_em::AMORTIZE_COMPENSATE_EXPENSE_YOY,profit_sheet_report_em.AMORTIZE_COMPENSATE_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,AMORTIZE_COMPENSATE_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0010087412,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::AMORTIZE_INSURANCE_RESERVE,profit_sheet_report_em.AMORTIZE_INSURANCE_RESERVE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,AMORTIZE_INSURANCE_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0010792047,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::AMORTIZE_INSURANCE_RESERVE_YOY,profit_sheet_report_em.AMORTIZE_INSURANCE_RESERVE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,AMORTIZE_INSURANCE_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0009939068,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::AMORTIZE_REINSURE_EXPENSE,profit_sheet_report_em.AMORTIZE_REINSURE_EXPENSE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,AMORTIZE_REINSURE_EXPENSE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0010903305,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::AMORTIZE_REINSURE_EXPENSE_YOY,profit_sheet_report_em.AMORTIZE_REINSURE_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,AMORTIZE_REINSURE_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0010124498,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSETMANAGE_FEE_NI,profit_sheet_report_em.ASSETMANAGE_FEE_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSETMANAGE_FEE_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0023475484,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSETMANAGE_FEE_NI_YOY,profit_sheet_report_em.ASSETMANAGE_FEE_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSETMANAGE_FEE_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0016688733,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_DISPOSAL_INCOME,profit_sheet_report_em.ASSET_DISPOSAL_INCOME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_DISPOSAL_INCOME,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.3629539799,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_DISPOSAL_INCOME_YOY,profit_sheet_report_em.ASSET_DISPOSAL_INCOME_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_DISPOSAL_INCOME_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.2635595955,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_IMPAIRMENT_INCOME,profit_sheet_report_em.ASSET_IMPAIRMENT_INCOME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_IMPAIRMENT_INCOME,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.3165296336,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_IMPAIRMENT_INCOME_YOY,profit_sheet_report_em.ASSET_IMPAIRMENT_INCOME_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_IMPAIRMENT_INCOME_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.2270038532,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_IMPAIRMENT_LOSS,profit_sheet_report_em.ASSET_IMPAIRMENT_LOSS,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_IMPAIRMENT_LOSS,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.4180787189,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_IMPAIRMENT_LOSS_YOY,profit_sheet_report_em.ASSET_IMPAIRMENT_LOSS_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_IMPAIRMENT_LOSS_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.3485423319,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_MANAGE_NI,profit_sheet_report_em.ASSET_MANAGE_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_MANAGE_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0081552275,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::ASSET_MANAGE_NI_YOY,profit_sheet_report_em.ASSET_MANAGE_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,ASSET_MANAGE_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0072392015,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_EXPENSE,profit_sheet_report_em.BANK_INTEREST_EXPENSE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_EXPENSE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0002447681,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_EXPENSE_YOY,profit_sheet_report_em.BANK_INTEREST_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0002262250,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_INCOME,profit_sheet_report_em.BANK_INTEREST_INCOME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_INCOME,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0002447681,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_INCOME_YOY,profit_sheet_report_em.BANK_INTEREST_INCOME_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_INCOME_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0002262250,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_NI,profit_sheet_report_em.BANK_INTEREST_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0003115230,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BANK_INTEREST_NI_YOY,profit_sheet_report_em.BANK_INTEREST_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BANK_INTEREST_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0002262250,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BASIC_EPS,profit_sheet_report_em.BASIC_EPS,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BASIC_EPS,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.9127772648,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BASIC_EPS_YOY,profit_sheet_report_em.BASIC_EPS_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BASIC_EPS_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.8258734697,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BROKER_FEE_NI,profit_sheet_report_em.BROKER_FEE_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BROKER_FEE_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0023252968,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BROKER_FEE_NI_YOY,profit_sheet_report_em.BROKER_FEE_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BROKER_FEE_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0016503303,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BROKER_NI,profit_sheet_report_em.BROKER_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BROKER_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0012905953,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BROKER_NI_YOY,profit_sheet_report_em.BROKER_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BROKER_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0000519205,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BUSINESS_MANAGE_EXPENSE,profit_sheet_report_em.BUSINESS_MANAGE_EXPENSE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BUSINESS_MANAGE_EXPENSE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0195369433,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::BUSINESS_MANAGE_EXPENSE_YOY,profit_sheet_report_em.BUSINESS_MANAGE_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,BUSINESS_MANAGE_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0177864806,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::CASHFLOW_HEDGE_VALID,profit_sheet_report_em.CASHFLOW_HEDGE_VALID,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,CASHFLOW_HEDGE_VALID,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0233568088,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
