candidate_id,expression_hash,signal_coverage_status,finite_count_a,finite_count_b,cluster_a,cluster_b,consensus_cluster_id
phase3cp_00048,285f1eb8de2ffe9bce1cc061,qualified,1102,1541,19,19,20
phase3cp_00049,e96cbe0cc5fa0a9e4e4faeb6,qualified,1667,1677,32,32,33
phase3cp_00050,e27b32bc4ce2cae49b5f1f25,qualified,1227,1677,33,33,34
phase3cp_00051,933b1189c01cba44d87558b9,qualified,1475,1676,34,34,35
phase3cp_00052,ceb0d94de43e147641016c7d,qualified,1662,1672,35,35,36
phase3cp_00053,e7bb161c30c0e75e331ddae8,qualified,1220,1672,36,36,37
phase3cp_00054,bce6a6f2191d25c2ddade86e,qualified,1475,1676,34,37,38
phase3cp_00055,98dee85ee6e0813b11d0f741,qualified,1055,1461,20,20,21
phase3cp_00056,f09ae074868de38e6cfb516c,qualified,1475,1676,37,38,39
phase3cp_00057,783e1484a850e90778558770,qualified,1667,1668,38,39,40
phase3cp_00058,017ef1d447d2957eeb4c87de,qualified,1667,1668,39,40,41
phase3cp_00059,4bd523989d44d14ea0ca0250,qualified,1680,1668,40,41,42
phase3cp_00060,f4e777d49e24591f352d61a2,qualified,1667,1677,41,42,43
phase3cp_00061,b8a3fdc3d37e5b779dc2b425,qualified,1680,1668,40,43,44
phase3cp_00062,977b5b8dece3fbd7b679d04d,qualified,1680,1668,42,44,45
phase3cp_00063,6efc3b7fef27a222bd314cda,qualified,1667,1668,38,45,46
phase3cp_00064,c6a196f16b402ffc491b8e3d,qualified,1667,1668,43,46,47
phase3cp_00065,32bffb7471ff2579727bd1d6,qualified,1667,1677,44,47,48
phase3cp_00066,117cc74570c89a922e4b7ace,qualified,1667,1677,45,48,49
phase3cp_00067,5202aaefb44216f25c57f054,qualified,1662,1672,46,49,50
phase3cp_00068,868e373619e60da777539818,qualified,1662,1672,47,50,51
phase3cp_00069,6109e0fb1996c5871e3d32a3,qualified,1804,1802,48,51,52
phase3cp_00070,c2404d0c6165a5e77439439c,qualified,987,976,49,52,53
phase3cp_00071,aaaf23ac5874ebfa7740e789,qualified,987,976,50,53,54
phase3cp_00072,7c6e23c26a18981c7d6e204b,qualified,1662,1672,51,54,55
phase3cp_00073,53b9e47123b9f248f535faa8,qualified,1667,1668,29,29,30
phase3cp_00074,333b291141ce4b15e7ff2cb1,qualified,1804,1802,52,55,56
phase3cp_00075,91cedb74cff071818742c264,qualified,1475,1676,53,56,57
phase3cp_00076,3df81cf378138b4ef17596f9,qualified,1667,1668,54,57,58
phase3cp_00077,7d107916315be3bddc66f4ff,qualified,1667,1668,55,58,59
phase3cp_00078,68587f147da826598e453f8b,qualified,1680,1668,56,59,60
phase3cp_00079,e6f8b10a3a0f3c1788adcade,qualified,1667,1677,57,60,61
phase3cp_00080,95356d20324c64b432345723,qualified,1667,1668,39,61,62
phase3cp_00081,603e10bf4dce89a5554af9ec,qualified,987,976,58,62,63
phase3cp_00082,cfa8fd6b8a34a81ab034cb34,qualified,1804,1802,59,63,64
phase3cp_00083,1bdac8f4de0026d6075f5152,qualified,987,976,60,64,65
phase3cp_00084,014eeb8694ee03b47f3875fa,qualified,1804,1802,61,65,66
phase3cp_00085,5391229f3f4fe93579d29dc5,qualified,1804,1802,62,66,67
phase3cp_00086,0587d344f2e78f03746706bd,qualified,1022,1432,63,67,68
phase3cp_00087,9165995ab31cc9104e17278f,qualified,1804,1802,64,68,69
phase3cp_00088,9c32cf7419759ab9c68a45c5,qualified,1804,1802,65,69,70
phase3cp_00089,0535e25b330d16adc214b986,qualified,1667,1668,39,70,71
phase3cp_00090,02633163c02b428cedbc1fd0,qualified,1662,1672,66,71,72
phase3cp_00091,cc94e18218a4a65153f73060,qualified,1804,1802,67,72,73
phase3cp_00092,9c9fa8987ade5fb6332522e6,qualified,987,976,68,73,74
phase3cp_00093,c714efe6687368e7ac5b7d31,qualified,987,976,69,74,75
phase3cp_00094,3a4181bd1cc233c5a180ae29,qualified,987,976,70,75,76
phase3cp_00095,7e8d42193a0134631f3537d0,qualified,987,976,71,76,77
phase3cp_00096,ad73aeccfc4df95d4fcf6d98,qualified,987,976,72,77,78
phase3cp_00097,9a74c40b26f1862b7b5af9e6,qualified,987,976,70,78,79
phase3cp_00098,7d1318483e9b4b203087944b,qualified,1662,1672,73,79,80
phase3cp_00099,2e9b4008908cb9dff797e781,qualified,1475,1676,37,80,81
phase3cp_00100,9c60a20b4a529d8e47f162fb,qualified,987,976,69,81,82
phase3cp_00101,ddcca6db5c2997c8d2242937,qualified,1022,1432,74,82,83
phase3cp_00102,2a21414bfa144382d96d2b19,qualified,1475,1676,75,83,84
phase3cp_00103,17dc590bbc4744885927d014,qualified,1680,1668,76,84,85
phase3cp_00104,8b784437c4c09f6b002098a0,qualified,1667,1677,77,85,86
phase3cp_00105,21fb8f559827e624531c5cbd,qualified,1475,1676,78,86,87
phase3cp_00106,fab7201a5dd0f644202c6ca0,qualified,1680,1668,79,87,88
phase3cp_00107,4b3bc1471c24d8283ec9e42b,qualified,1662,1672,80,88,89
phase3cp_00108,81737f8fca35fcd0f75729a5,qualified,1662,1672,81,89,90
phase3cp_00109,0cc6e3df0161ed4216259c77,qualified,1667,1677,82,90,91
phase3cp_00110,632baf53e57e8da5a71a7ee5,qualified,987,976,69,91,92
phase3cp_00111,70e2e64eeb52b712d00be861,qualified,1022,1432,83,92,93
phase3cp_00112,1ab9c4c682949655ab6750be,qualified,1022,1432,84,93,94
phase3cp_00113,ef026ba8e57681c86f1e86ee,qualified,1022,1432,85,94,95
phase3cp_00114,c5c509c9d6188d57dbe03cc0,qualified,1022,1432,86,95,96
phase3cp_00115,ac3441c785af4657573f9ea5,qualified,1680,1668,87,96,97
phase3cp_00116,4fa16fb348e36d49f7f8fabc,qualified,1667,1677,88,97,98
phase3cp_00117,23035a7abe0d1573ea1939a3,qualified,987,976,89,98,99
phase3cp_00118,2f2b0f1425dd48a91f611340,qualified,987,976,90,99,100
phase3cp_00119,9366fe4589b3874c90cbe963,qualified,1662,1672,91,100,101
phase3cp_00120,36f3d609bd60e8f8ad0fe32b,qualified,1475,1676,92,101,102
phase3cp_00121,53666a7e80c71f6ff32a8f69,qualified,1475,1676,93,102,103
phase3cp_00122,91f5525d536dc719f552d574,qualified,1579,1589,94,103,104
phase3cp_00123,16d6018339d16150cea27f09,qualified,1680,1668,95,104,105
phase3cp_00124,13e70111f3ebed829429e980,qualified,1475,1676,96,105,106
phase3cp_00125,e7c17c7c869af1bfdccf748d,qualified,1475,1676,97,106,107
phase3cp_00126,8a04220aeb01ad1215586d14,qualified,1667,1677,98,107,108
phase3cp_00127,e289d0eaf9866385d01b1518,qualified,1662,1672,99,108,109
phase3cp_00128,dec31602f2b3de127edb774c,qualified,1680,1668,100,109,110
phase3cp_00129,82b5150567ea60615ded3033,qualified,1667,1677,101,110,111
phase3cp_00130,64558ec3c08f035876d0f76f,qualified,1662,1672,102,111,112
phase3cp_00131,54b4e78f05bdd82dcb4f4b55,qualified,1102,1541,103,112,113
phase3cp_00132,4fe8dc8c0e92fe6f5a339ec8,qualified,1022,1432,104,113,114
phase3cp_00133,88508c5347cbe8d26f7c4b9e,qualified,1022,1432,105,114,115
phase3cp_00134,3a4df7b0e4e35b9012b26334,qualified,1680,1668,106,115,116
phase3cp_00135,1724bc3ef0e50ccdd871eb22,qualified,1667,1677,107,116,117
phase3cp_00136,ba52e881dd02b84afbd498c5,qualified,1022,1432,108,117,118
phase3cp_00137,4321515d98a73b899413391d,qualified,1022,1432,109,118,119
phase3cp_00138,8b16ad869c1ba514c235e5c3,qualified,987,976,110,119,120
phase3cp_00139,5c63be7c45724e462bd67e6d,qualified,987,976,111,120,121
phase3cp_00140,1c0325be7af46966b97d4b83,qualified,1680,1668,112,121,122
phase3cp_00141,2ad634e821f084b11a8fb3e9,qualified,987,976,113,122,123
phase3cp_00142,d5237fd58af35095e7605e4c,qualified,1055,1461,114,123,124
phase3cp_00143,2d5a8839a26ed1454d61f416,qualified,1667,1677,115,124,125
phase3cp_00144,c8d6b0fca98c4e7071525b01,qualified,1667,1668,116,125,126
phase3cp_00145,17d7f30287f1e9e868cf0501,qualified,1680,1692,117,126,127
phase3cp_00146,f73c6ff62f9c4408dcdc18b2,qualified,1667,1668,118,127,128
phase3cp_00147,dc90e5e201429e99c1404d65,qualified,1673,1669,119,128,129
phase3cp_00148,a69786fcc4d050df54ca488b,qualified,1667,1668,120,129,130
phase3cp_00149,812180de91beed846bb7fb19,qualified,1673,1680,121,130,131
phase3cp_00150,777fed928fcf98f483f9daf9,qualified,1475,1676,122,131,132
phase3cp_00151,4744436515399519bbfe6619,qualified,1662,1672,123,132,133
phase3cp_00152,ab5c83684b44e2cc47a28a73,qualified,1022,1432,124,133,134
phase3cp_00153,537acb563c9f6dac6af8ce70,qualified,1022,1432,125,134,135
phase3cp_00154,8ff95eb1b1775fd5873839a8,qualified,1579,1589,126,135,136
phase3cp_00155,68c666d6313e0b8fe3a0342d,qualified,1102,1541,127,136,137
phase3cp_00156,4b629b8a3e727cd5d1d7b1e4,qualified,1680,1668,128,137,138
phase3cp_00157,f6bb95c54ebcf1ca201c44e0,qualified,1667,1677,129,138,139
phase3cp_00158,efac40de0e5c018ddabb836b,qualified,1667,1668,130,139,140
phase3cp_00159,d3d07cc30deb4a8a61122468,qualified,1680,1692,131,140,141
phase3cp_00160,3e14e862ae47f9318904edbd,qualified,1667,1668,132,141,142
phase3cp_00161,2ddfb92a3cdf153fbf1a12c3,qualified,1673,1669,133,142,143
phase3cp_00162,eeab98702e8f979c557c3b2e,qualified,1673,1680,134,143,144
phase3cp_00163,4f8dff880d8c5e2fb4df50bf,qualified,1667,1668,135,144,145
phase3cp_00164,ccea95816d196a05484f9b9d,qualified,987,976,136,145,146
phase3cp_00165,0b69678b713c725aa8d66d01,qualified,1662,1672,137,146,147
phase3cp_00166,4ec8e210112dd04032e1d752,qualified,987,976,138,147,148
phase3cp_00167,6efe8d97b6902798cebcce5f,qualified,987,976,139,148,149
phase3cp_00168,152c459571029a9fa58feb34,qualified,1055,1461,140,149,150
phase3cp_00169,2094940ac5aab95f28e927f7,qualified,1022,1432,141,150,151
phase3cp_00170,e73963e28729958e438c482a,qualified,1022,1432,142,151,152
phase3cp_00171,1c07573b94e5cc55f1f997e3,qualified,1022,1432,143,152,153
phase3cp_00172,cc4b5e4c59663483c6b0b049,qualified,1022,1432,144,153,154
phase3cp_00173,3fa14bf8a7dcb722152401d9,qualified,1102,1541,145,154,155
phase3cp_00174,fbcd1d2d1bd54db47dc6de0e,qualified,1022,1432,146,155,156
phase3cp_00175,f35509d210b67efc9e9f77b6,qualified,1055,1461,147,156,157
phase3cp_00176,9a77e5ae4b7e683b0bc2b3d5,qualified,1102,1541,148,157,158
phase3cp_00177,ab87cd1dcee1601976790721,qualified,1055,1461,149,158,159
phase3cp_00178,0cff706c41640bb015ce70a8,qualified,1102,1541,150,159,160
phase3cp_00179,6f879820e985db9ba7e67095,qualified,1055,1461,151,160,161
phase3cp_00180,6e9076116deac08755eb2b8a,qualified,1022,1432,152,161,162
phase3cp_00181,27b56cf4aed9375219fdb452,qualified,1022,1432,153,162,163
phase3cp_00182,0b5d2b22a09a4ad84beb68ef,qualified,1102,1541,154,163,164
phase3cp_00183,e02e204573a5f71a2a017f0f,qualified,1022,1432,155,164,165
phase3cp_00184,2f6511892f00ad6fd9de0bba,qualified,1680,1692,156,165,166
phase3cp_00185,26a0917554cc962850079be0,qualified,1475,1676,157,166,167
phase3cp_00186,f4d493020c02c715d350a03c,qualified,1673,1669,158,167,168
phase3cp_00187,0e7e0d14e1591030df1562ac,qualified,1475,1676,159,168,169
phase3cp_00188,d9733e55abdbe177c764a204,qualified,1673,1680,160,169,170
phase3cp_00189,43c455b791bcb59b317e3276,qualified,1475,1676,161,170,171
phase3cp_00190,3bf55163d1796e87ea5c53d9,qualified,1579,1589,162,171,172
phase3cp_00191,c9e2db15fcc02fc58334fa06,qualified,1680,1692,163,172,173
phase3cp_00192,6b56d988b87ae3c518e06e58,qualified,1662,1672,164,173,174
phase3cp_00193,fe88bd4eaad38d8a9745a044,qualified,1662,1672,165,174,175
phase3cp_00194,3736a29fa1ff9b13e977f1b1,qualified,1673,1669,166,175,176
phase3cp_00195,88efa2e2b28edee37db2eac6,qualified,1673,1680,121,176,177
phase3cp_00196,5d74131d0379cb4010d794ab,qualified,1662,1672,167,177,178
phase3cp_00197,644cba4f40525490b0e9bae4,qualified,1804,1802,168,178,179
phase3cp_00198,b2dcdfe23fa7d9645fe4d8ff,qualified,1353,1802,169,179,180
phase3cp_00199,08fdf079fc1413ae6e449cb9,qualified,1055,1461,170,180,181
phase3cp_00200,b08421df73ad18399cab73af,qualified,1680,1668,171,181,182
phase3cp_00201,82a45408cc724fe49dbdb70a,qualified,1680,1692,172,182,183
phase3cp_00202,2ad492c4f9f06e76016121dd,qualified,1673,1669,173,183,184
phase3cp_00203,2226e2a9e36d483d3eae2ce6,qualified,1680,1668,174,184,185
phase3cp_00204,a6926bbc74a0cf87d7b087a7,qualified,1102,1541,175,185,186
phase3cp_00205,e9a1ebce1e7367eb46b307f8,qualified,1680,1668,176,186,187
phase3cp_00206,1f4611e51c21f40a5f18a72a,qualified,1673,1680,160,187,188
phase3cp_00207,6358d12172e9eff07c0d4bb4,qualified,1055,1461,177,188,189
phase3cp_00208,2a2f84acfc19457a5476f1b0,qualified,1667,1677,178,189,190
phase3cp_00209,08a6d47c7e3c19a23c4617eb,qualified,1680,1692,179,190,191
phase3cp_00210,d5259f859f7cd63925ce5380,qualified,1102,1541,180,191,192
phase3cp_00211,5c8fe5462c32033a55e4e840,qualified,1667,1677,181,192,193
phase3cp_00212,4c7ddb648ca8524919d4d888,qualified,1673,1669,182,193,194
phase3cp_00213,fa86706ddc8d51e53ac05419,qualified,1667,1677,183,194,195
phase3cp_00214,dd05d255ce4dd47144b7fd97,qualified,1673,1680,184,195,196
phase3cp_00215,85f400f47ffef8606115c973,qualified,1102,1541,185,196,197
phase3cp_00216,550b172384fd75e963b7183d,qualified,1102,1541,186,197,198
phase3cp_00217,640d4cce9387a0a1be7a7af9,qualified,1055,1461,187,198,199
phase3cp_00218,ad3b927d8e57dd12fa0ed36f,qualified,1680,1692,188,199,200
phase3cp_00219,cd4298b1fa21124b7bd8d8bd,qualified,1234,1692,189,200,201
phase3cp_00220,5df54dea9b588534cf9cda87,qualified,1673,1669,190,201,202
phase3cp_00221,0921c3b17f17d71bc422f417,qualified,1673,1680,191,202,203
phase3cp_00222,88c8b62828d104771757de0d,qualified,1230,1669,192,203,204
phase3cp_00223,00e956994e82ff072975f27a,qualified,1231,1680,193,204,205
phase3cp_00224,f2c1c97a55fa279d56650048,coverage_limited,426,0,0,0,0
phase3cp_00225,e6a43dd0e42b7ddec5e04731,coverage_limited,438,0,0,0,0
phase3cp_00226,e50e141b8face9889dd5787b,coverage_limited,0,0,0,0,0
phase3cp_00227,d5c128b28c6043b6e8826714,coverage_limited,293,0,0,0,0
phase3cp_00228,bac4d6f56de7509897cdacac,coverage_limited,1,0,0,0,0
phase3cp_00229,a483ab5e8cfe4e6e6309bb55,coverage_limited,1,0,0,0,0
phase3cp_00230,91918243d154cb7eec64a43e,coverage_limited,426,0,0,0,0
phase3cp_00231,84c7a691ca52186586fc6104,coverage_limited,1,0,0,0,0
phase3cp_00232,7d8e738a8d483dbc0287eb14,coverage_limited,362,0,0,0,0
phase3cp_00233,7c6d6bd398c2a3715f634825,coverage_limited,439,0,0,0,0
phase3cp_00234,78b66d74df7d455dc42bdc3e,coverage_limited,439,0,0,0,0
phase3cp_00235,77b0d7306d338508bc7c04c2,coverage_limited,426,0,0,0,0
phase3cp_00236,6dbacff28a8543d870b6debc,coverage_limited,366,0,0,0,0
phase3cp_00237,640b2f05d4bb1d6cd47cf348,coverage_limited,439,0,0,0,0
phase3cp_00238,630bf1f5efd0688e8da20175,coverage_limited,383,0,0,0,0
phase3cp_00239,626987bee71909ecd9a742c3,coverage_limited,426,0,0,0,0
phase3cp_00240,5ab4918599df9b10783ad25c,coverage_limited,217,0,0,0,0
phase3cp_00241,59ffe8263dd4bd74de525c91,coverage_limited,391,0,0,0,0
phase3cp_00242,59bf9852f9565a12419cf200,coverage_limited,1,0,0,0,0
phase3cp_00243,5031b8c9f102672ac5d1b549,coverage_limited,1,0,0,0,0
phase3cp_00244,45444cebaef1a001ae398449,coverage_limited,92,0,0,0,0
phase3cp_00245,424342cdcd84bc6c5d9b43b5,coverage_limited,439,0,0,0,0
phase3cp_00246,312ac382dab9d1e2afc82a2f,coverage_limited,439,0,0,0,0
phase3cp_00247,301a46fe98b922d9cc274c5a,coverage_limited,316,0,0,0,0
phase3cp_00248,2d03fbc20acde0ba24f65d95,coverage_limited,433,0,0,0,0
phase3cp_00249,22884eb7086478738365f1b6,coverage_limited,426,0,0,0,0
phase3cp_00250,100cd932ea357f8808058935,coverage_limited,174,0,0,0,0
phase3cp_00251,08a2a167584e6b42ac4367cb,coverage_limited,0,0,0,0,0
phase3cp_00252,080b85b9c046b6a6d0c3809e,coverage_limited,432,0,0,0,0
phase3cp_00253,e6ff8fdcb12f1c65c4b4f6b4,qualified,1055,1461,194,205,206
phase3cp_00254,7350e3a806ac662f40191f36,qualified,1055,1461,195,206,207
phase3cp_00255,3cba335bf934732853235022,qualified,1680,1692,196,207,208
phase3cp_00256,1ed864be1a96fe0b7049fa0a,qualified,1475,1676,197,208,209
phase3cp_00257,a0f9af15caf71236dfaaa03b,qualified,1804,1802,198,209,210
phase3cp_00258,0eb83a1e4242e4784aa1b12a,qualified,1353,1802,199,210,211
phase3cp_00259,2be8eddd67a1534b43f18015,qualified,1673,1669,200,211,212
phase3cp_00260,111ec03368d24d14039818f8,qualified,1475,1676,201,212,213
phase3cp_00261,58e8c5a8b0f847cbf4d16db8,qualified,1475,1676,202,213,214
phase3cp_00262,03c3aa19821baee9b7bc0e49,qualified,1673,1680,203,214,215
phase3cp_00263,e1c18e33aa8149362b19c574,qualified,1680,1692,204,215,216
phase3cp_00264,b22cbdd85788e2645b1d8d1f,qualified,1662,1672,205,216,217
phase3cp_00265,ef8795093e2a07656c58a01e,qualified,1673,1669,206,217,218
phase3cp_00266,296b23b7574987f49db0a635,qualified,1662,1672,207,218,219
phase3cp_00267,ff1ec0d34b629e0cafeb13cd,qualified,1673,1680,208,219,220
phase3cp_00268,76e05591df6a0124d62f8730,qualified,1662,1672,209,220,221
phase3cp_00269,cf38ac515b5b193d6efb4b14,qualified,1579,1589,210,221,222
phase3cp_00270,cd9f6af3c60bbf66671b662a,qualified,1680,1692,211,222,223
phase3cp_00271,7750ddf39549f6d299c82662,qualified,1680,1668,212,223,224
phase3cp_00272,066e140a155fc2dc0530b6c8,qualified,1673,1669,213,224,225
phase3cp_00273,00af7d60fe754476630ad922,qualified,1680,1668,214,225,226
phase3cp_00274,8112c30d78263abde77b7cef,qualified,1673,1680,215,226,227
phase3cp_00275,16eee2eedce4f6adfb935017,qualified,1680,1668,216,227,228
phase3cp_00276,9557982dceba068f0660f1e3,qualified,1680,1692,217,228,229
phase3cp_00277,6da2032cf81788e93f4b5bcc,qualified,1667,1677,218,229,230
phase3cp_00278,e750fb8d70edb1e107902ff1,qualified,1673,1669,219,230,231
phase3cp_00279,3fc0d837193c9f9e121851df,qualified,1667,1677,220,231,232
phase3cp_00280,cabc6d8c3c311a3c5deba600,qualified,1673,1680,221,232,233
phase3cp_00281,13bf8346eccb21bfe53f4cec,qualified,1667,1677,222,233,234
phase3cp_00282,f8633415a1984f2b4616543c,qualified,1102,1541,223,234,235
phase3cp_00283,cf464b9df3efacb29172e46b,qualified,1102,1541,224,235,236
phase3cp_00284,6e40d722ad67ceb65beac132,qualified,1680,1692,225,236,237
phase3cp_00285,ffc2a5134ebc9923be30f4ef,qualified,1579,1589,162,237,238
phase3cp_00286,77b3a9e7448b074b874b3fbf,qualified,1234,1692,226,238,239
phase3cp_00287,ad5ce238cbc53375d97a3870,qualified,1673,1669,227,239,240
phase3cp_00288,e201698fe6f03718c23937ba,qualified,1673,1680,228,240,241
phase3cp_00289,56b2d4c0bef7715919b83ee2,qualified,1230,1669,229,241,242
phase3cp_00290,7be89d5bbb418b0c4be18c04,qualified,1231,1680,230,242,243
phase3cp_00291,fbbfce5b684038f483ec29d1,coverage_limited,439,0,0,0,0
phase3cp_00292,eeacb3101dab14e015450659,coverage_limited,1,0,0,0,0
phase3cp_00293,e9096db62c7a253a7dfc6c45,coverage_limited,174,0,0,0,0
phase3cp_00294,da51fdc1bddcf52cbce4171d,coverage_limited,0,0,0,0,0
phase3cp_00295,d97a251242a1f6080e0c2ec7,coverage_limited,426,0,0,0,0
phase3cp_00296,ce45e39241fb327f28001ced,coverage_limited,438,0,0,0,0
phase3cp_00297,cbe09ed8345534ba69143de6,coverage_limited,439,0,0,0,0
phase3cp_00298,c61f9b1d1f2f7df5939f3dd2,coverage_limited,316,0,0,0,0
phase3cp_00299,b1943c707a47c0940d881190,coverage_limited,439,0,0,0,0
phase3cp_00300,b01abcfd3706293ef90b360b,coverage_limited,439,0,0,0,0
phase3cp_00301,a9d8949ae37395e153c5f7db,coverage_limited,383,0,0,0,0
phase3cp_00302,a7bf3ed91ee1a8c76e7b96e6,coverage_limited,217,0,0,0,0
phase3cp_00303,9ac7d62cf91b862ffaae087f,coverage_limited,293,0,0,0,0
phase3cp_00304,9400a846fadc40e4206559e7,coverage_limited,426,0,0,0,0
phase3cp_00305,81ce252d3c75c52ad5b3e037,coverage_limited,432,0,0,0,0
phase3cp_00306,68d3545e04071c4a4cde1e1c,coverage_limited,366,0,0,0,0
phase3cp_00307,64f89f02e545f50f00095b15,coverage_limited,1,0,0,0,0
phase3cp_00308,602d175395caf9f928cc3a73,coverage_limited,92,0,0,0,0
phase3cp_00309,502ff87e00c0b18a6f4fe77d,coverage_limited,362,0,0,0,0
phase3cp_00310,4269e5d2770bd7023f5e6663,coverage_limited,1,0,0,0,0
phase3cp_00311,3ff36221d0309f105a7a7d40,coverage_limited,426,0,0,0,0
phase3cp_00312,3cdedc9ca647b8fab40de8e5,coverage_limited,391,0,0,0,0
phase3cp_00313,3b676d325ac2bd00fa114829,coverage_limited,426,0,0,0,0
phase3cp_00314,2b5f042a9d0187257d8f0ff8,coverage_limited,439,0,0,0,0
phase3cp_00315,1f1c8d525f2633465620fd22,coverage_limited,1,0,0,0,0
phase3cp_00316,1c65d772bdfe1dc63a1b30fa,coverage_limited,433,0,0,0,0
phase3cp_00317,14ae4f64be17704b8b697ecb,coverage_limited,1,0,0,0,0
phase3cp_00318,0eb16874d8f3e2d625741aaa,coverage_limited,0,0,0,0,0
phase3cp_00319,098155b8f788f7f8db6dbc5f,coverage_limited,426,0,0,0,0
phase3cp_00320,56efbf311e0e370efdd5b6eb,qualified,1102,1541,231,243,244
phase3cp_00321,d6ca3ec1fb877bb59dad46da,qualified,1102,1541,232,244,245
phase3cp_00322,c8af19143070433e5893b16e,qualified,1353,1351,233,245,246
phase3cp_00323,45d5db4a88fba5e1c2aa5126,qualified,1102,1541,234,246,247
phase3cp_00324,8cb8105ff3dda41b4def0bb1,qualified,1579,1589,235,247,248
phase3cp_00325,78e130475fd05d6776103cc5,qualified,1055,1461,236,248,249
phase3cp_00326,6e7cdd20735c5100a6ac6a72,qualified,1055,1461,237,249,250
phase3cp_00327,5dd215200b7f317729702933,qualified,1102,1541,238,250,251
phase3cp_00328,58bdc00d4fc421c43fe9898a,qualified,1804,1802,239,251,252
phase3cp_00329,3b9e0fff360a8bc06c5c9b38,qualified,1353,1802,240,252,253
