path,line,risk_patterns,expression_digest,expression_text,source_layer,first_materialization_entry_point,official_book_scan_hit,matched_text
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,14,mean_event,efa8c80acf1d2944,"CSRank(Mean($limit_up_any_close_not_open_in_t5,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0013,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t5,2))"",limit_up_any_close_not_open_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,15,mean_event,1a1e11102b6fe282,"CSRank(Mean($limit_up_any_close_not_open_in_t5,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0014,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t5,3))"",limit_up_any_close_not_open_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,16,mean_event,4cf47b01b5628857,"CSRank(Mean($limit_up_any_close_not_open_in_t5,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0015,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t5,5))"",limit_up_any_close_not_open_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,17,mean_event,9284042b239386d4,"CSRank(Mean($limit_up_any_close_not_open_in_t6,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0016,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t6,2))"",limit_up_any_close_not_open_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,18,mean_event,340859d512bb1039,"CSRank(Mean($limit_up_any_close_not_open_in_t6,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0017,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t6,3))"",limit_up_any_close_not_open_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,19,mean_event,596dd1110e45f959,"CSRank(Mean($limit_up_any_close_not_open_in_t6,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0018,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t6,5))"",limit_up_any_close_not_open_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,20,mean_event,59b5b414c4852435,"CSRank(Mean($limit_up_any_close_not_open_in_t7,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0019,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t7,2))"",limit_up_any_close_not_open_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,21,mean_event,a5048b70ed9f83f8,"CSRank(Mean($limit_up_any_close_not_open_in_t7,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0020,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t7,3))"",limit_up_any_close_not_open_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,22,mean_event,eaaf343d539e608a,"CSRank(Mean($limit_up_any_close_not_open_in_t7,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0021,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t7,5))"",limit_up_any_close_not_open_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,23,mean_event,8381c77c39de0602,"CSRank(Mean($limit_up_any_close_not_open_in_t8,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0022,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t8,2))"",limit_up_any_close_not_open_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,24,mean_event,287a7dd8a4d6d0fb,"CSRank(Mean($limit_up_any_close_not_open_in_t8,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0023,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t8,3))"",limit_up_any_close_not_open_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,25,mean_event,07e0bd5a36cf097b,"CSRank(Mean($limit_up_any_close_not_open_in_t8,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0024,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t8,5))"",limit_up_any_close_not_open_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,26,mean_event,891f55658bf6409a,"CSRank(Mean($limit_up_any_close_not_open_in_t9,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0025,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t9,2))"",limit_up_any_close_not_open_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,27,mean_event,840d860111b83d07,"CSRank(Mean($limit_up_any_close_not_open_in_t9,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0026,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t9,3))"",limit_up_any_close_not_open_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,28,mean_event,16eb4febacd77e13,"CSRank(Mean($limit_up_any_close_not_open_in_t9,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0027,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_close_not_open_in_t9,5))"",limit_up_any_close_not_open_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,29,mean_event,02bf00044119670e,"CSRank(Mean($limit_up_any_open_not_close_in_t10,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0028,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t10,2))"",limit_up_any_open_not_close_in_t10"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,30,mean_event,7c1f0ae151a31e5c,"CSRank(Mean($limit_up_any_open_not_close_in_t10,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0029,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t10,3))"",limit_up_any_open_not_close_in_t10"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,31,mean_event,f11904a3198aba4a,"CSRank(Mean($limit_up_any_open_not_close_in_t10,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0030,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t10,5))"",limit_up_any_open_not_close_in_t10"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,32,mean_event,e851ccc33389dda1,"CSRank(Mean($limit_up_any_open_not_close_in_t2,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0031,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t2,2))"",limit_up_any_open_not_close_in_t2"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,33,mean_event,ca3f7f9d7d7f3bf7,"CSRank(Mean($limit_up_any_open_not_close_in_t2,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0032,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t2,3))"",limit_up_any_open_not_close_in_t2"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,34,mean_event,63fc34c7a6503a5d,"CSRank(Mean($limit_up_any_open_not_close_in_t2,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0033,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t2,5))"",limit_up_any_open_not_close_in_t2"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,35,mean_event,9ecad9d2866b5ac6,"CSRank(Mean($limit_up_any_open_not_close_in_t3,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0034,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t3,2))"",limit_up_any_open_not_close_in_t3"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,36,mean_event,b8c0fa3836422787,"CSRank(Mean($limit_up_any_open_not_close_in_t3,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0035,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t3,3))"",limit_up_any_open_not_close_in_t3"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,37,mean_event,878ee77cbffbb692,"CSRank(Mean($limit_up_any_open_not_close_in_t3,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0036,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t3,5))"",limit_up_any_open_not_close_in_t3"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,38,mean_event,95bc5c034900acf2,"CSRank(Mean($limit_up_any_open_not_close_in_t4,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0037,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t4,2))"",limit_up_any_open_not_close_in_t4"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,39,mean_event,bf11f9c96748e011,"CSRank(Mean($limit_up_any_open_not_close_in_t4,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0038,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t4,3))"",limit_up_any_open_not_close_in_t4"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,40,mean_event,5448b1bb55b63607,"CSRank(Mean($limit_up_any_open_not_close_in_t4,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0039,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t4,5))"",limit_up_any_open_not_close_in_t4"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,41,mean_event,ed02e6bec15ad46b,"CSRank(Mean($limit_up_any_open_not_close_in_t5,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0040,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t5,2))"",limit_up_any_open_not_close_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,42,mean_event,1c8d11c4f84d7dad,"CSRank(Mean($limit_up_any_open_not_close_in_t5,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0041,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t5,3))"",limit_up_any_open_not_close_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,43,mean_event,98e41de1c048bb79,"CSRank(Mean($limit_up_any_open_not_close_in_t5,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0042,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t5,5))"",limit_up_any_open_not_close_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,44,mean_event,39294eebecd80b0f,"CSRank(Mean($limit_up_any_open_not_close_in_t6,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0043,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t6,2))"",limit_up_any_open_not_close_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,45,mean_event,1a570bfb65e0b1a3,"CSRank(Mean($limit_up_any_open_not_close_in_t6,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0044,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t6,3))"",limit_up_any_open_not_close_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,46,mean_event,78c5da1cb64f9ae2,"CSRank(Mean($limit_up_any_open_not_close_in_t6,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0045,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t6,5))"",limit_up_any_open_not_close_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,47,mean_event,612ec2c245a187f2,"CSRank(Mean($limit_up_any_open_not_close_in_t7,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0046,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t7,2))"",limit_up_any_open_not_close_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,48,mean_event,6cb626a51e561fcf,"CSRank(Mean($limit_up_any_open_not_close_in_t7,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0047,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t7,3))"",limit_up_any_open_not_close_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,49,mean_event,f749ea5cecbd77cb,"CSRank(Mean($limit_up_any_open_not_close_in_t7,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0048,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t7,5))"",limit_up_any_open_not_close_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,50,mean_event,01c976ad4b30fa9b,"CSRank(Mean($limit_up_any_open_not_close_in_t8,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0049,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t8,2))"",limit_up_any_open_not_close_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,51,mean_event,508f0cf0915350c9,"CSRank(Mean($limit_up_any_open_not_close_in_t8,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0050,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t8,3))"",limit_up_any_open_not_close_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,52,mean_event,3977a0bf28dfac2c,"CSRank(Mean($limit_up_any_open_not_close_in_t8,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0051,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t8,5))"",limit_up_any_open_not_close_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,53,mean_event,e786c5471526b1f7,"CSRank(Mean($limit_up_any_open_not_close_in_t9,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0052,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t9,2))"",limit_up_any_open_not_close_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,54,mean_event,5c3cdd95b7982325,"CSRank(Mean($limit_up_any_open_not_close_in_t9,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0053,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t9,3))"",limit_up_any_open_not_close_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,55,mean_event,91fff3930a9cd3af,"CSRank(Mean($limit_up_any_open_not_close_in_t9,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0054,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_any_open_not_close_in_t9,5))"",limit_up_any_open_not_close_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,56,mean_event,a4cea31111f676ca,"CSRank(Mean($limit_up_close_not_open,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0055,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_close_not_open,2))"",limit_up_close_not_open"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,57,mean_event,0c43e6881d7cc3bf,"CSRank(Mean($limit_up_close_not_open,3))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0056,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_close_not_open,3))"",limit_up_close_not_open"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,58,mean_event,64ec52323f0017fa,"CSRank(Mean($limit_up_close_not_open,5))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0057,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_close_not_open,5))"",limit_up_close_not_open"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,59,mean_event,1c16dd0db4489edd,"CSRank(Mean($limit_up_open_not_close,2))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_direct_event_0058,cn_field_factor_pack_v1,event_derived_feature_layer,direct_event,""CSRank(Mean($limit_up_open_not_close,2))"",limit_up_open_not_close"
