field_token_id,field_uid,field_id,context,registry_present,route_compatible,representation_available,generator_exposed,generator_exposed_routes,materialization_status,information_status,information_qualified,core_pack_selected,blocker
cn.ft.0121dea4a7c311d48583b2e6,capability::ctx_billboard_deal_net_ratio,ctx_billboard_deal_net_ratio,UNASSIGNED,True,True,True,True,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.01369177bca126a3debd6b41,capability::ctx_zls_df_num,ctx_zls_df_num,FIRSTN_INTRADAY,True,True,True,True,MARKET_REGIME_CONDITION,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.0144e0d6069bcff4a1ef728c,source::cn_source::cash_flow_sheet_report_em::FINANCE_INFLOW_OTHER_YOY,cash_flow_sheet_report_em.FINANCE_INFLOW_OTHER_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.017266709eed684a562a9578,source::cn_source::cash_flow_sheet_report_em::PAY_COMMISSION,cash_flow_sheet_report_em.PAY_COMMISSION,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.01c80ceea603c3b34d85dbbf,capability::evt_uplimit_auction_buy,evt_uplimit_auction_buy,UNASSIGNED,True,False,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.01ced2f46003d67db8ab319f,source::cn_source::profit_sheet_report_em::FEE_COMMISSION_INCOME_YOY,profit_sheet_report_em.FEE_COMMISSION_INCOME_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.01ec7290edb95c8482000d72,source::cn_source::balance_sheet_report_em::RHD_RESERVE_RECE,balance_sheet_report_em.RHD_RESERVE_RECE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.023c00dc13b0cc6e7c9a7052,capability::evt_uplimit_auction_offer,evt_uplimit_auction_offer,UNASSIGNED,True,False,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0253f120ecb96844e5aceb62,source::cn_source::profit_sheet_report_em::PRECOMBINE_TCI_YOY,profit_sheet_report_em.PRECOMBINE_TCI_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.02cbdb18f7f251549509c796,source::cn_source::cash_flow_sheet_report_em::RECEIVE_REINSURE_NET_YOY,cash_flow_sheet_report_em.RECEIVE_REINSURE_NET_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.031eae0251fa6cbaf537aedc,capability::ctx_hfq_volume_ratio,ctx_hfq_volume_ratio,UNASSIGNED,True,True,True,True,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.0337a9515452d4d5b5a871bd,capability::fund_accruals_profit_minus_cfo_assets,fund_accruals_profit_minus_cfo_assets,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_CROSS_SECTIONAL_LEVEL,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.033b32a4173c6b7a01de8139,source::cn_source::balance_sheet_report_em::SHORT_FIN_PAYABLE_YOY,balance_sheet_report_em.SHORT_FIN_PAYABLE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.03406026cf34e4f83bed4d8f,source::cn_source::cash_flow_sheet_report_em::DISPOSAL_LONG_ASSET_YOY,cash_flow_sheet_report_em.DISPOSAL_LONG_ASSET_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.03487be34596279bd065d470,source::cn_source::balance_sheet_report_em::CD_NOTE_PAYABLE_YOY,balance_sheet_report_em.CD_NOTE_PAYABLE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0354552a362c2323916e0ef5,source::cn_source::profit_sheet_report_em::UPDATE_DATE,profit_sheet_report_em.UPDATE_DATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
cn.ft.03706d27684d0feeeb2c3786,source::cn_source::profit_sheet_report_em::OTHER_BUSINESS_INCOME_YOY,profit_sheet_report_em.OTHER_BUSINESS_INCOME_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.03c5a608c52034623c438e41,source::cn_source::cash_flow_sheet_report_em::SUBSIDIARY_REDUCE_CASH_YOY,cash_flow_sheet_report_em.SUBSIDIARY_REDUCE_CASH_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.04c27bd81f119775d2dd9e19,source::cn_source::balance_sheet_report_em::FVTOCI_NCFINASSET_YOY,balance_sheet_report_em.FVTOCI_NCFINASSET_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.052aca69f378e5b8034c5447,capability::fund_pr_parent_netprofit_source_yoy_at_disclosure,fund_pr_parent_netprofit_source_yoy_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.05383176e2ee91c9401ccd9a,capability::fund_ca_netcash_operate_source_yoy,fund_ca_netcash_operate_source_yoy,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.055628fec88f5c2689c142ac,capability::ctx_rzrq_rqyl,ctx_rzrq_rqyl,UNASSIGNED,True,False,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.058cf2482273bad6668642de,source::cn_source::profit_sheet_report_em::CREDIT_IMPAIRMENT_LOSS_YOY,profit_sheet_report_em.CREDIT_IMPAIRMENT_LOSS_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.05da8d24fc37b04d0f7313b0,source::cn_source::profit_sheet_report_em::FEE_COMMISSION_INCOME,profit_sheet_report_em.FEE_COMMISSION_INCOME,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.05ffaafd7a6128966e1785da,capability::fund_disclosure_balance_age_sessions,fund_disclosure_balance_age_sessions,FUNDAMENTAL_DISCLOSURE,True,True,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.060244845b0e2371a247edc5,capability::code,code,UNASSIGNED,True,False,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,identifier/label/clock metadata is not a searchable feature
cn.ft.060492d34f61e6c39121b06a,capability::fund_working_capital_receivables_assets_at_disclosure,fund_working_capital_receivables_assets_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.06312b30e73fd4acc33b9de2,membership::group_id,group_id,CHIP_PLATE_STATE,False,False,False,False,,PIT_MEMBERSHIP_SIDECAR_IMPLEMENTED,NOT_EVALUATED,False,False,membership key/clock metadata is not a direct signal
cn.ft.06317f7ed05b05071d6cc4db,capability::ctx_holder_holder_num,ctx_holder_holder_num,UNASSIGNED,True,True,True,True,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.06494fd87a6936035ca0c1e3,source::cn_source::balance_sheet_report_em::INVEST_REVALUE_RESERVE,balance_sheet_report_em.INVEST_REVALUE_RESERVE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.06d63bb5cb1388b4359836c7,capability::fund_profit_parent_margin_at_disclosure,fund_profit_parent_margin_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.06f16604f0b81681a182497a,capability::fund_liquidity_cash_current_liab_at_disclosure,fund_liquidity_cash_current_liab_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.06f55e6d355abc4b535e1998,source::cn_source::profit_sheet_report_em::INTEREST_NI_YOY,profit_sheet_report_em.INTEREST_NI_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.06fd9fa8e52d6fd062049e71,source::cn_source::balance_sheet_report_em::TOTAL_CURRENT_ASSETS,balance_sheet_report_em.TOTAL_CURRENT_ASSETS,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0702c4da990ac5837d16bcc6,source::cn_source::balance_sheet_report_em::TOTAL_OTHER_PAYABLE,balance_sheet_report_em.TOTAL_OTHER_PAYABLE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0709d43f7f2747778efe4a42,capability::state_intraday_return_sign,state_intraday_return_sign,FIRSTN_INTRADAY,True,True,True,True,INTRADAY_STATE_TRANSITION,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.072f876292e0367447ffed9e,source::cn_source::balance_sheet_report_em::INVEST_RECE_YOY,balance_sheet_report_em.INVEST_RECE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.073928a1cc81e5f4be371a74,source::cn_source::balance_sheet_report_em::REFUND_DEPOSIT_PAY_YOY,balance_sheet_report_em.REFUND_DEPOSIT_PAY_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.074365429887644f90e4986e,source::cn_source::balance_sheet_report_em::FIXED_ASSET_DISPOSAL_YOY,balance_sheet_report_em.FIXED_ASSET_DISPOSAL_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0781d2ff81a013aaff96a41d,source::cn_source::profit_sheet_report_em::NETPROFIT_OTHER_YOY,profit_sheet_report_em.NETPROFIT_OTHER_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.07960b69a32ddb7f708520e6,source::cn_source::balance_sheet_report_em::UD_RESERVE_YOY,balance_sheet_report_em.UD_RESERVE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.07adbc54e9baf2208139982b,source::cn_source::cash_flow_sheet_report_em::TRADE_SETTLE_REDUCE_YOY,cash_flow_sheet_report_em.TRADE_SETTLE_REDUCE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.07cfcc96b7eae89fe140f4ef,source::cn_source::balance_sheet_report_em::CAPITAL_RESERVE,balance_sheet_report_em.CAPITAL_RESERVE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.07f0d5a9e372b6ea441918d2,source::cn_source::cash_flow_sheet_report_em::EXTRACT_UNEXPIRE_RESERVE_YOY,cash_flow_sheet_report_em.EXTRACT_UNEXPIRE_RESERVE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.086afd65c0fba36beebd4038,source::cn_source::cash_flow_sheet_report_em::WITHDRAW_INVEST_YOY,cash_flow_sheet_report_em.WITHDRAW_INVEST_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.086e96549d820785f1a246cc,source::cn_source::cash_flow_sheet_report_em::PAY_OTHER_OPERATE,cash_flow_sheet_report_em.PAY_OTHER_OPERATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.08ad82bffa0c1961544f2226,source::cn_source::cash_flow_sheet_report_em::TOTAL_FINANCE_INFLOW_YOY,cash_flow_sheet_report_em.TOTAL_FINANCE_INFLOW_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.08f749ad7a36e6c62d7cacc4,capability::fund_accruals_profit_minus_cfo_assets_at_disclosure,fund_accruals_profit_minus_cfo_assets_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.09246de88c5d9c7fb1d3e59b,source::cn_source::balance_sheet_report_em::GENERAL_RISK_RESERVE,balance_sheet_report_em.GENERAL_RISK_RESERVE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.092be50e3771e0f497bffc6d,source::cn_source::profit_sheet_report_em::OPERATE_PROFIT_OTHER,profit_sheet_report_em.OPERATE_PROFIT_OTHER,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0944dcdb5ad83d1479d6fb8b,source::cn_source::balance_sheet_report_em::FIXED_ASSET_DISPOSAL,balance_sheet_report_em.FIXED_ASSET_DISPOSAL,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.099c54890cd423d92655195f,capability::fund_ba_total_liabilities_acceleration,fund_ba_total_liabilities_acceleration,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.09da54b477307547f86f6261,source::cn_source::balance_sheet_report_em::DEPOSIT_CERTIFICATE,balance_sheet_report_em.DEPOSIT_CERTIFICATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.09ee0eca17000a1c983948cb,source::cn_source::balance_sheet_report_em::LISTING_STATE,balance_sheet_report_em.LISTING_STATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
cn.ft.09f13e62b871bd1a9ab995a0,source::cn_source::cash_flow_sheet_report_em::RECEIVE_LOAN_CASH,cash_flow_sheet_report_em.RECEIVE_LOAN_CASH,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0a37783aaebffb054d931a9b,source::cn_source::cash_flow_sheet_report_em::PBC_INTERBANK_REDUCE_YOY,cash_flow_sheet_report_em.PBC_INTERBANK_REDUCE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0a3e7d65e41e2f16542bcb91,source::cn_source::balance_sheet_report_em::PRODUCTIVE_BIOLOGY_ASSET,balance_sheet_report_em.PRODUCTIVE_BIOLOGY_ASSET,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0a3fbd376702b925fbf55b25,source::cn_source::balance_sheet_report_em::LONG_PREPAID_EXPENSE,balance_sheet_report_em.LONG_PREPAID_EXPENSE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0b2bf8117af62b0485a19107,source::cn_source::cash_flow_sheet_report_em::FB_OPERATE_NETCASH_BALANCE,cash_flow_sheet_report_em.FB_OPERATE_NETCASH_BALANCE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.0b6a5e792176746c7632a61e,capability::fund_pr_operate_profit_persistence_at_disclosure,fund_pr_operate_profit_persistence_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
