source_table,source_family,source_field,source_dtype,source_dtype_variants,entity_scope,semantic_roles,semantic_description,semantic_evidence,typed_route,allowed_change_transforms,observable_time_policy,pit_status,future_route_eligible,current_121_presence,current_121_field,current_generator_exposure,recommended_route,blocker,development_safe_non_null,development_safe_missing,source_field_id,source_identity_version,provider,source_release_version,value_kind,flow_or_stock,period_basis,consolidation_scope,sign_semantics,unit_certainty,semantic_certainty,company_type_applicability,coverage_ratio,source_reported_change,canonical_family,qualification_state,qualification_reason,allowed_routes,representation_ids,blocked_reason,raw_generator_exposure,historical_revision_replay_supported
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_PREMIUM,double,"{""double"": 3, ""int64"": 2}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,320,274441,cn.sf.39a1cec3ef988ccc6c9644b467c2286c,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,FINANCIAL_INSTITUTION_REVIEW_REQUIRED,0.0011646485,False,FINANCIAL_INSTITUTION_SPECIFIC,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,,,native identifier suggests sector scope but unit/applicability contract is unresolved,False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_PREMIUM_YOY,double,"{""double"": 5}",STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-reported YoY value in the safely observable current version,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.change.source_reported_yoy,source_reported_yoy,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.change.source_reported_yoy,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,297,274464,cn.sf.821b8a8eaa49e99238cc4741a02388b9,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,FINANCIAL_INSTITUTION_REVIEW_REQUIRED,0.0010809394,False,FINANCIAL_INSTITUTION_SPECIFIC,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,,,native identifier suggests sector scope but unit/applicability contract is unresolved,False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_RECE,double,"{""double"": 5}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,50,274711,cn.sf.04f20e9ebe46aef82d72b555a510b03e,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0001819763,False,WORKING_CAPITAL,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_RECEIVABLES,double,"{""double"": 5067, ""int64"": 6}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,196970,77791,cn.sf.4eb0ff38a800b2e90903fa79d9e806f6,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.7168775772,False,WORKING_CAPITAL,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",,,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_RECEIVABLES_YOY,double,"{""double"": 5073}",STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-reported YoY value in the safely observable current version,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.change.source_reported_yoy,source_reported_yoy,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.change.source_reported_yoy,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,172475,102286,cn.sf.a9830129f29a21deddcc409217e3d869,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.6277273703,False,GROWTH,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",,,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVANCE_RECE_YOY,double,"{""double"": 5}",STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-reported YoY value in the safely observable current version,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.change.source_reported_yoy,source_reported_yoy,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.change.source_reported_yoy,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,31,274730,cn.sf.5a17020bad30b2963ece58b581fef1e4,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0001128253,False,GROWTH,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVICE_ASSIGN_DIVIDEND,double,"{""double"": 45}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,86,274675,cn.sf.2b2ff89a78250c6451bbfd57ec4135a2,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0003129993,False,OTHER_UNRESOLVED,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,ADVICE_ASSIGN_DIVIDEND_YOY,double,"{""double"": 45}",STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-reported YoY value in the safely observable current version,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.change.source_reported_yoy,source_reported_yoy,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.change.source_reported_yoy,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,20,274741,cn.sf.090703aa3d6c16ba05ad8fc5f15287ee,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0000727905,False,GROWTH,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,AGENT_BUSINESS_ASSET,double,"{""double"": 94}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,0,274761,cn.sf.2bece28d2a6775ea20915e8fe9127ffd,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0000000000,False,VALUATION_SIZE,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,AGENT_BUSINESS_ASSET_YOY,double,"{""double"": 94}",STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-reported YoY value in the safely observable current version,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.change.source_reported_yoy,source_reported_yoy,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.change.source_reported_yoy,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,0,274761,cn.sf.7cd5c202ac9b2486ffca99ce4e30d9c6,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0000000000,False,GROWTH,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
balance_sheet_report_em,fundamental_balance_sheet,AGENT_BUSINESS_LIAB,double,"{""double"": 94}",STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,source-native financial statement cell; exact identifier retained without inferred relabeling,SOURCE_SCHEMA_AND_NATIVE_IDENTIFIER,fundamental.statement,delta|yoy|slope|persistence|acceleration,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,ABSENT,,False,fundamental.statement,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,0,274761,cn.sf.8f0885b38e63b6c19be868bb1d290d1c,cn_source_field_identity_v2,AKSHARE_EASTMONEY,cn_fundamental_akshare_fullA_partitioned_pit_v1_20260603,unknown,unknown,unknown,unknown,unknown,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,SOURCE_SEMANTICS_NOT_ASSERTED,NONE,0.0000000000,False,LEVERAGE,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,,,coverage below 0.10 without asserted applicability,False,False
