source_memory_path,memory_artifact_schema,memory_generated_at,candidate_id,search_memory_key,expression_key,skeleton_key,expression_hash,skeleton_hash,field_set_hash,source_label,source_lane,frontier_lane,phase3_budget_bucket,field_family,field_name,expression,typed_gate_decision,typed_gate_reason,blocked_fields,blocked_primitives,required_rewrite,registry_version,entry_lineage,materialization_stage,candidate_role,memory_block_policy,positive_attribution_allowed,duplicate_block_key_preserved
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0051_phase3ae_brepair_v1_00051,v2cand-ad06cc090df5,v2cand-ad06cc090df5,33ffcbf5f3dab6333c8a2cfa,18432d2c036f8c1a9a8a11fd,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0053_phase3ae_brepair_v1_00053,v2cand-20364aaa2fa4,v2cand-20364aaa2fa4,33ffcbf5f3dab6333c8a2cfa,d33ed7c31d183e864c6b0bea,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0061_phase3ae_brepair_v1_00061,v2cand-c9f74097c435,v2cand-c9f74097c435,33ffcbf5f3dab6333c8a2cfa,7eadb87e006a84c10a52f215,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0063_phase3ae_brepair_v1_00063,v2cand-3894c89075df,v2cand-3894c89075df,33ffcbf5f3dab6333c8a2cfa,74bf5bbac534e10983d8e6d1,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0065_phase3ae_brepair_v1_00065,v2cand-3592d9d438c9,v2cand-3592d9d438c9,33ffcbf5f3dab6333c8a2cfa,6f60606265cd571586cae187,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0067_phase3ae_brepair_v1_00067,v2cand-606a1c69d76a,v2cand-606a1c69d76a,33ffcbf5f3dab6333c8a2cfa,0c01d6ed397ec1026c57fedb,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0073_phase3ae_brepair_v1_00073,v2cand-7cc6c9aee8d9,v2cand-7cc6c9aee8d9,33ffcbf5f3dab6333c8a2cfa,1adec8aa7eeb7e71e765e98d,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0075_phase3ae_brepair_v1_00075,v2cand-3dd8e7259e70,v2cand-3dd8e7259e70,33ffcbf5f3dab6333c8a2cfa,c2950ffd8f11743a7739b80a,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0077_phase3ae_brepair_v1_00077,v2cand-1494300d5889,v2cand-1494300d5889,33ffcbf5f3dab6333c8a2cfa,3b409e0ea7102c7f3fa310d8,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0104_phase3ae_brepair_v1_00182,v2cand-d026fb06a494,v2cand-d026fb06a494,9dc0579ac06ab21cc1d87d9c,21462c0676d04d0c2c6f79e0,9dc0579ac06ab21cc1d87d9c,53e0ac5285632e77e3c3bb61,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,leverage_flow,RZYEZB,CSRank(ZScore($ctx_rzrq_rzyezb)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_rzrq_rzyezb,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0124_phase3ae_brepair_v1_00202,v2cand-726a2d5f5a93,v2cand-726a2d5f5a93,9dc0579ac06ab21cc1d87d9c,32423ba322fea3717b61828e,9dc0579ac06ab21cc1d87d9c,1491fd2ebb3a8e91a0cb044b,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,disclosure_event_flow,BILLBOARD_NET_AMT,CSRank(ZScore($ctx_billboard_net_bs_amt)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_net_bs_amt,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0134_phase3ae_brepair_v1_00212,v2cand-8fb51cdddf8f,v2cand-8fb51cdddf8f,9dc0579ac06ab21cc1d87d9c,6ada8aa0192940a9c9664f8a,9dc0579ac06ab21cc1d87d9c,ffaed8e9c0dfc46c65056047,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,flow_liquidity,TURNOVERRATE,CSRank(ZScore($ctx_billboard_turnoverrate)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_turnoverrate,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0166_phase3ae_brepair_v1_00244,v2cand-943bcb970f2f,v2cand-943bcb970f2f,9dc0579ac06ab21cc1d87d9c,7c49ce92992fb748c8fa8c03,9dc0579ac06ab21cc1d87d9c,2e6c81a35644f04278f2fc6c,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,leverage_flow,ZDF,CSRank(ZScore($ctx_rzrq_zdf)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_rzrq_zdf,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0525_phase3ad_newdata_event_auction_buy_offer_imbalance_00026,phase3ad_new_data:17c124e39d43707a,phase3ad_new_data:17c124e39d43707a,c3223806aaa3b98b2441793f,960607a75c522497cd0fb9a9,c3223806aaa3b98b2441793f,9396a01c3af74e958e57a457,phase3aj_selector_rounds1_2_20260606,cn_phase3ad_new_data_feature_layer,,event_derived_feature_layer,,,"CSRank(Div(Sub($evt_uplimit_auction_buy,$evt_uplimit_auction_offer),Add(Abs(Add($evt_uplimit_auction_buy,$evt_uplimit_auction_offer)),0.000001)))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_uplimit_auction_buy|evt_uplimit_auction_offer,Div,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
