physical_field_id,source_domain,source_table,source_field,source_family,dtype,entity_scope,observable_time_field,pit_status,physical_evidence,current_121_presence
active121::ctx_billboard_net_bs_amt,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_billboard_net_bs_amt,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_billboard_sell_ratio,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_billboard_sell_ratio,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_billboard_sum_buy_amt,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_billboard_sum_buy_amt,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_billboard_sum_sell_amt,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_billboard_sum_sell_amt,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_billboard_turnoverrate,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_billboard_turnoverrate,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_float_market_cap_yuan,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_float_market_cap_yuan,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_is_st,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_is_st,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_market_cap_yuan,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_market_cap_yuan,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_pb,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_pb,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_pe_ttm,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_pe_ttm,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_prev_is_limit_up,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_prev_is_limit_up,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_ps_ttm,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_ps_ttm,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_turnover_ratio,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_turnover_ratio,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_hfq_volume_ratio,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_hfq_volume_ratio,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_holder_avg_hold_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_holder_avg_hold_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_holder_avg_market_cap,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_holder_avg_market_cap,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_holder_holder_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_holder_holder_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_holder_holder_num_change,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_holder_holder_num_change,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_holder_holder_num_ratio,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_holder_holder_num_ratio,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rqye,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rqye,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rqyl,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rqyl,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzche,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzche,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzjme,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzjme,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzmre,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzmre,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzrqye,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzrqye,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzye,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzye,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_rzrq_rzyezb,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_rzrq_rzyezb,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_damian_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_damian_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_ditian_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_ditian_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_down_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_down_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_downlimit_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_downlimit_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_gt5_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_gt5_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_lb_2_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_lb_2_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_lb_3_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_lb_3_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_lb_h_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_lb_h_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_lt5_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_lt5_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_max_lb_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_max_lb_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_mian_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_mian_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_tiandi_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_tiandi_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_up_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_up_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_uplimit_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_uplimit_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_sent_zb_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_sent_zb_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_ths_hot_circulation_value,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_ths_hot_circulation_value,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_ths_hot_last_pct,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_ths_hot_last_pct,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_ths_hot_last_price,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_ths_hot_last_price,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_ths_hot_rank,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_ths_hot_rank,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_ths_hot_rank_diff,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_ths_hot_rank_diff,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_zls_df_num,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_zls_df_num,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_zls_lbgd,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_zls_lbgd,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_zls_strong,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_zls_strong,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ctx_zls_ztjs,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ctx_zls_ztjs,lagged_daily_context,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::dataset_route_id,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,dataset_route_id,metadata,string,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::date,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,date,metadata,metadata,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_active,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_active,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_age_min,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_age_min,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_amount,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_amount,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_auction_buy,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_auction_buy,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_auction_money,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_auction_money,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_auction_offer,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_auction_offer,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_auction_pre1max_ratio,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_auction_pre1max_ratio,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_auction_turnover,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_auction_turnover,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_cutoff_minute,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_cutoff_minute,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_fd_close,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_fd_close,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_fd_max,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_fd_max,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_type_code,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_type_code,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::evt_uplimit_up_limit_keep_times,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,evt_uplimit_up_limit_keep_times,event_state,float64,STOCK,signal_time,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::exec_date,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,exec_date,metadata,metadata,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::high,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,high,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::intraday_ret_from_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,intraday_ret_from_open,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::label_horizon,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,label_horizon,metadata,metadata,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::low,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,low,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_amount,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_amount,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_bars,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_bars,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_high,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_high,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_last_close,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_last_close,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_last_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_last_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_low,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_low,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_range,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_range,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_vol,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_vol,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_vwap,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_vwap,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first15_vwap_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first15_vwap_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_amount,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_amount,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_bars,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_bars,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_high,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_high,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_last_close,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_last_close,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_last_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_last_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_low,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_low,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_range,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_range,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_vol,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_vol,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_vwap,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_vwap,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first30_vwap_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first30_vwap_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_amount,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_amount,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_bars,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_bars,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_high,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_high,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_last_close,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_last_close,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_last_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_last_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_low,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_low,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_range,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_range,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_vol,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_vol,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_vwap,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_vwap,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::m1_first5_vwap_return_vs_open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,m1_first5_vwap_return_vs_open,firstN,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::open,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,open,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::pct_chg,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,pct_chg,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::ret_1m,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,ret_1m,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::signal_time,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,signal_time,metadata,metadata,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::trade_time,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,trade_time,metadata,metadata,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::vol,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,vol,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::volume,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,volume,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
active121::vwap,TRUE1MIN_VERSIONED_PANEL,true1min_augmented_panel,vwap,raw_1min,float64,STOCK,,PIT_VERSIONED_HISTORY,versioned 121-field Fabric registry and development release,True
cn.sf.a3b981e0559e67a639418d56167a17c9,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,ACCEPT_DEPOSIT,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
