runner,field_id,source_family,registered,physically_available,pit_qualified,search_eligible,generator_visible,proposal_count,legal_count,canonical_identity_count,exact_identity_count,signal_cluster_count,admission_count,strict_count,full_development_reward_count,survivor_count,cross_seed_exact_count,proxy_count,feedback_count,evidence_ceiling
LEGACY_PHASE3GA_CM_CN,fund_holder_top10_shares_log,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_top10_shares_log,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_top10_shares_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_top10_shares_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_leverage_equity_assets,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_leverage_equity_assets,canonical_fundamental_leverage,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_leverage_liabilities_assets,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_leverage_liabilities_assets,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_liquidity_cash_current_liab,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_liquidity_cash_current_liab,canonical_fundamental_liquidity_solvency,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_liquidity_current_ratio,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_liquidity_current_ratio,canonical_fundamental_liquidity_solvency,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_delta,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_source_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_deduct_parent_netprofit_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_deduct_parent_netprofit_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_persistence,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_cost_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_cost_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_income_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_income_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_persistence,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_slope,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_operate_profit_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_operate_profit_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_acceleration,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_delta,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_persistence,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_slope,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_slope,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_pr_parent_netprofit_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_pr_parent_netprofit_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_profit_gross_margin,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_profit_gross_margin,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_profit_operating_margin,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_profit_operating_margin,canonical_fundamental_profitability,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_profit_parent_margin,canonical_fundamental_profitability,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_profit_parent_margin,canonical_fundamental_profitability,True,True,True,True,True,4,4,2,2,4,4,2,2,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_working_capital_inventory_assets,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_working_capital_inventory_assets,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_working_capital_payables_assets,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_working_capital_payables_assets,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_working_capital_receivables_assets,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_working_capital_receivables_assets,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,high,raw_1min,True,True,True,True,True,10710,10710,32,10710,2720,130,130,130,0,0,466,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,high,raw_1min,True,True,True,True,True,38,38,32,32,20,14,8,8,0,6,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,intraday_ret_from_open,raw_1min,True,True,True,True,True,16,16,2,16,15,0,0,0,0,0,0,128,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,intraday_ret_from_open,raw_1min,True,True,True,True,True,46,46,38,38,23,16,8,8,0,8,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,label_horizon,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,label_horizon,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,low,raw_1min,True,True,True,True,True,10710,10710,32,10710,2720,130,130,130,0,0,466,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,low,raw_1min,True,True,True,True,True,48,48,42,42,28,26,14,14,1,6,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first15_amount,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_amount,firstN,True,True,True,True,True,2,2,2,2,1,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first15_bars,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_bars,firstN,True,True,True,True,True,4,4,4,4,3,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_high,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_high,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_last_close,firstN,True,True,True,True,True,2532,2532,29,2532,451,53,53,53,0,0,229,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_last_close,firstN,True,True,True,True,True,4,4,4,4,3,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_last_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_last_return_vs_open,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_low,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_low,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_range,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_range,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_vol,firstN,True,True,True,True,True,9,9,3,9,9,0,0,0,0,0,0,1,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_vol,firstN,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_vwap,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_vwap,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first15_vwap_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first15_vwap_return_vs_open,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_amount,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_amount,firstN,True,True,True,True,True,2,2,2,2,1,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_bars,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_bars,firstN,True,True,True,True,True,4,4,2,2,2,0,0,0,0,2,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_high,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_high,firstN,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first30_last_close,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_last_close,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_last_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_last_return_vs_open,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_low,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_low,firstN,True,True,True,True,True,4,4,4,4,4,4,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first30_range,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_range,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_vol,firstN,True,True,True,True,True,12,12,3,12,12,0,0,0,0,0,0,2,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_vol,firstN,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_vwap,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_vwap,firstN,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first30_vwap_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first30_vwap_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_amount,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_amount,firstN,True,True,True,True,True,4,4,4,4,2,4,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first5_bars,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
