field_id,registered_in_unified_authority,source_family,pit_status,search_eligible_unified,allowed_routes,legacy_phase3ga_visible,unified_runner_visible,runtime_authority
m1_first30_vwap_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first5_amount,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_bars,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_high,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_last_close,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
m1_first5_last_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first5_low,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_range,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_vol,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
m1_first5_vwap,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first5_vwap_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
open,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
pct_chg,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",False,True,UNIFIED_REGISTRY_PATH
ret_1m,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",False,True,UNIFIED_REGISTRY_PATH
signal_time,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
state_bar_return_sign,True,intraday_derived_state,PIT_VERSIONED_HISTORY,True,"[""INTRADAY_STATE_TRANSITION""]",False,True,UNIFIED_REGISTRY_PATH
state_close_range_location_sign,True,intraday_derived_state,PIT_VERSIONED_HISTORY,True,"[""INTRADAY_STATE_TRANSITION""]",False,True,UNIFIED_REGISTRY_PATH
state_intraday_return_sign,True,intraday_derived_state,PIT_VERSIONED_HISTORY,True,"[""INTRADAY_STATE_TRANSITION""]",False,True,UNIFIED_REGISTRY_PATH
trade_time,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
vol,True,raw_1min,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
volume,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
vwap,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
