field_id,registered_in_unified_authority,source_family,pit_status,search_eligible_unified,allowed_routes,legacy_phase3ga_visible,unified_runner_visible,runtime_authority
broad_event_b22d9565d0b39241,True,broad_event_frozen_entry,PIT_VERSIONED_HISTORY,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",False,True,UNIFIED_REGISTRY_PATH
broad_event_cf70889cec0c77df,True,broad_event_frozen_entry,PIT_VERSIONED_HISTORY,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",False,True,UNIFIED_REGISTRY_PATH
broad_event_d42c0973350238e0,True,broad_event_frozen_entry,PIT_VERSIONED_HISTORY,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",False,True,UNIFIED_REGISTRY_PATH
close,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
code,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
ctx_billboard_accum_amount,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_billboard_billboard_buy_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_billboard_deal_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_billboard_net_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_billboard_sell_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_buy_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_billboard_deal_amount_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_billboard_deal_net_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_billboard_net_bs_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_sell_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_billboard_sum_buy_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_sum_sell_amt,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_billboard_turnoverrate,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_hfq_float_market_cap_yuan,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_is_st,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_hfq_market_cap_yuan,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_pb,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_pe_ttm,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_prev_is_limit_up,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_hfq_ps_ttm,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_turnover_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_hfq_volume_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_holder_avg_hold_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_holder_avg_market_cap,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_holder_holder_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_holder_holder_num_change,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_holder_holder_num_ratio,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_rzrq_rqye,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_rzrq_rqyl,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_rzrq_rzche,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_rzrq_rzjme,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_rzrq_rzmre,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_rzrq_rzrqye,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_rzrq_rzye,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_rzrq_rzyezb,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_damian_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_ditian_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_down_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_downlimit_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_gt5_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_lb_2_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_lb_3_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_lb_h_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_lt5_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_max_lb_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_mian_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_tiandi_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_up_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_uplimit_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_sent_zb_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_ths_hot_circulation_value,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_ths_hot_last_pct,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_ths_hot_last_price,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_ths_hot_rank,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_ths_hot_rank_diff,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_zls_df_num,True,lagged_daily_context,PIT_VERSIONED_HISTORY,True,"[""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
ctx_zls_lbgd,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_zls_strong,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
ctx_zls_ztjs,True,lagged_daily_context,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
dataset_route_id,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
date,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
evt_uplimit_active,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_age_min,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_amount,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_auction_buy,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_auction_money,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_auction_offer,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_auction_pre1max_ratio,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_auction_turnover,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_cutoff_minute,True,event_state,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
evt_uplimit_fd_close,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_fd_max,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
evt_uplimit_type_code,True,event_state,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
evt_uplimit_up_limit_keep_times,True,event_state,PIT_VERSIONED_HISTORY,False,[],True,False,LEGACY_HARDCODED_OR_SCHEMA_PATH
exec_date,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_accruals_profit_minus_cfo_assets,True,canonical_fundamental_accruals,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_accounts_payable_acceleration,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_accounts_payable_delta,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_payable_persistence,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_payable_slope,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_payable_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_payable_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_rece_acceleration,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_rece_delta,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_rece_persistence,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_rece_slope,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_accounts_rece_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_accounts_rece_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_fixed_asset_acceleration,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_fixed_asset_delta,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_fixed_asset_persistence,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_fixed_asset_slope,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_fixed_asset_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_fixed_asset_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_inventory_acceleration,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_inventory_delta,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_inventory_persistence,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_inventory_slope,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_inventory_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_inventory_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_acceleration,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_delta,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_persistence,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_slope,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_monetaryfunds_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_assets_acceleration,True,canonical_fundamental_size,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_assets_delta,True,canonical_fundamental_size,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_assets_persistence,True,canonical_fundamental_size,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_assets_slope,True,canonical_fundamental_size,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_assets_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_assets_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_current_assets_acceleration,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_current_assets_delta,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_assets_persistence,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_assets_slope,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_assets_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_assets_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
