field_id,representation_id,source_field_id,source_family,source_table,source_field,entity_scope,temporal_semantics,observable_clock,maturity_rule,pit_status,unit_status,field_role,search_eligible,allowed_routes,blocked_reason
fund_liquidity_current_ratio,cn.rep.0967ed394648d1e67d13dd7c2daef15d,cn.sf.924d664bf492b3f85c7bbf23f21006ec,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,TOTAL_CURRENT_ASSETS,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_liquidity_cash_current_liab,cn.rep.041cc2587d78a351f9ca4511b23efff2,cn.sf.3d34b8e640c583e9d6b9da8325c3006a,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_working_capital_receivables_assets,cn.rep.c6b97ba35e4a83ad608f1e2c8ae47971,cn.sf.b2ca74da8aa8c7a407ef9f61f8ff7209,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_working_capital_inventory_assets,cn.rep.6c77f9fcf957e76deeb92522787a5fdf,cn.sf.b8125b47ca797d0c04fc5edc8d729586,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_working_capital_payables_assets,cn.rep.f27917796d8b0c2c739b3aecdbb637bc,cn.sf.e5984e907750728bdd7a9045c518e5e8,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_profit_parent_margin,cn.rep.b31506bc1e764670f22a017676f727e4,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_profit_operating_margin,cn.rep.d8454c2d2487230f26eaa1eb1f4ad022,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_profit_gross_margin,cn.rep.61012e8115c1a9f3521cc5b8f9e10f28,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_cashflow_cfo_profit,cn.rep.da08cfb5426da4d5f7dd84b8d1bd006a,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_cashflow_cfo_revenue,cn.rep.299d0399679853b6f094b3e3a02a9032,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_accruals_profit_minus_cfo_assets,cn.rep.dc4c9b40da83dfe4e6c15188fa2c009a,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_accruals,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_capex_construct_assets,cn.rep.49f55327a1946cf8decf161ac3347214,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_efficiency_revenue_assets,cn.rep.ea51da172d0a4a69d4ef55bdc4d26de8,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_operating_efficiency,profit_sheet_report_em,OPERATE_INCOME,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_efficiency_fixed_asset_intensity,cn.rep.4d21331528dad338b70da9cecfd89254,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_operating_efficiency,balance_sheet_report_em,FIXED_ASSET,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_holder_count_log,cn.rep.939d893c516caf12bea8475d313cbf29,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_shareholder_structure,main_stock_holder_sina,股东总数,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_holder_count_log_change,cn.rep.51941a1a3a444a15f49caf12114a6756,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_shareholder_structure,main_stock_holder_sina,股东总数,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_holder_average_shares_log,cn.rep.579f5a79708c242af457d7a7dd2da057,cn.sf.abffbbaf4b59a6914c3b2912abf60253,canonical_fundamental_shareholder_structure,main_stock_holder_sina,平均持股数,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_holder_average_shares_log_change,cn.rep.2d1991c0991ae4b10e0ff67984fc2651,cn.sf.abffbbaf4b59a6914c3b2912abf60253,canonical_fundamental_shareholder_structure,main_stock_holder_sina,平均持股数,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_holder_top10_share_ratio,cn.rep.2e1c196bf841e2e1da47271a566a7b22,cn.sf.3416b46334e88c1c912066008d959254,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股比例,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_holder_top10_share_ratio_change,cn.rep.8116d94872eeff303f146ae0cd36c2cc,cn.sf.3416b46334e88c1c912066008d959254,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股比例,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_holder_top10_shares_log,cn.rep.44261cfef0e656efd7b072fa358308a4,cn.sf.742d585250f36bfb03c7216e7e8fa7b6,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股数量,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_holder_top10_shares_log_change,cn.rep.183df9aa518da10f8b47773ef1c316a5,cn.sf.742d585250f36bfb03c7216e7e8fa7b6,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股数量,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_disclosure_balance_pulse,cn.rep.d492f654855668bd8d928f7c52d9e376,cn.sf.60d83a7afdd194b37a2c575c23983508,canonical_fundamental_disclosure_timing_staleness,balance_sheet_report_em,TOTAL_ASSETS,STOCK,DISCLOSURE_PULSE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""DISCLOSURE_EVENT""]",
fund_disclosure_balance_age_sessions,cn.rep.5fff985e03191d8ddf2262a25608c7e5,cn.sf.60d83a7afdd194b37a2c575c23983508,canonical_fundamental_disclosure_timing_staleness,balance_sheet_report_em,TOTAL_ASSETS,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_disclosure_profit_pulse,cn.rep.98737d4edbac05f63bcc5be5a14b7adc,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_disclosure_timing_staleness,profit_sheet_report_em,OPERATE_INCOME,STOCK,DISCLOSURE_PULSE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""DISCLOSURE_EVENT""]",
fund_disclosure_profit_age_sessions,cn.rep.0c3a3397106414a9fe3feb2300b02a3c,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_disclosure_timing_staleness,profit_sheet_report_em,OPERATE_INCOME,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_disclosure_cashflow_pulse,cn.rep.6ff4ada7d3c1e936390a10e56a8a3494,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_disclosure_timing_staleness,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,DISCLOSURE_PULSE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""DISCLOSURE_EVENT""]",
fund_disclosure_cashflow_age_sessions,cn.rep.0c2bcaadb31237bd45fae1565911cca0,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_disclosure_timing_staleness,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_disclosure_holder_pulse,cn.rep.9014032fdf4a54b3b31c964baa37e195,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_disclosure_timing_staleness,main_stock_holder_sina,股东总数,STOCK,DISCLOSURE_PULSE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""DISCLOSURE_EVENT""]",
fund_disclosure_holder_age_sessions,cn.rep.e9e5e4110c874e688145e0e652cedffa,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_disclosure_timing_staleness,main_stock_holder_sina,股东总数,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,condition-only,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_business_composition_concentration_blocked,cn.rep.e367774176664c7ed08fb0408e3510ee,cn.sf.b2491da94bf5b7f40ff1cb2da61818d7,canonical_fundamental_business_composition_concentration,zygc_em,主营收入,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_CONTRACT_UNRESOLVED,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,primary,False,[],PIT_CONTRACT_UNRESOLVED_NO_CREDIBLE_DISCLOSURE_CLOCK
broad_event_01166fdd6c3a2aab,cn.rep.13d2e66902ff873b3130ca2973b0fb00,cn.sf.16770ae20629139dfe4db0f44729f34c,broad_event_frozen_entry,frozen_event_episode_registry,HOTNESS_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_16c53855e757c585,cn.rep.cd1318f5c9d09cbb97df3483720b7f95,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,frozen_event_episode_registry,CHIP_STRUCTURE_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_4fbf6cc691461c6c,cn.rep.39f3f18a93a8f4ffab90eb2b2dd98c07,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,frozen_event_episode_registry,MARKET_ECOLOGY_TRANSITION,MARKET,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_7b391e59670c491e,cn.rep.40ed3cb8d72e7f93b7376e2ad768702e,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,frozen_event_episode_registry,MARKET_ECOLOGY_TRANSITION,MARKET,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_8a64cdfefa6bcc35,cn.rep.545bd828644e2175ea379183c7aad0da,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,frozen_event_episode_registry,CHIP_STRUCTURE_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_9041949344c58bcf,cn.rep.78e38707e69fd32e5b800c2831414f7e,cn.sf.6cdeac980794379dc3a91fb83cdf28cb,broad_event_frozen_entry,frozen_event_episode_registry,BILLBOARD_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_9618ee1100155073,cn.rep.c2c6620f624dd03caac2ac5d97ce7859,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,frozen_event_episode_registry,CHIP_STRUCTURE_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_ac96e6d4db507a1a,cn.rep.11dc87cb6ed440e2562de8021432100c,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,frozen_event_episode_registry,MARKET_ECOLOGY_TRANSITION,MARKET,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_b22d9565d0b39241,cn.rep.73d58522a7f1228c6dbe4cdc799813b9,cn.sf.16770ae20629139dfe4db0f44729f34c,broad_event_frozen_entry,frozen_event_episode_registry,HOTNESS_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_cf70889cec0c77df,cn.rep.f2fb44b8600031c7e42c74aa4f9e48f1,cn.sf.6cdeac980794379dc3a91fb83cdf28cb,broad_event_frozen_entry,frozen_event_episode_registry,BILLBOARD_CHANGE,STOCK,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
broad_event_d42c0973350238e0,cn.rep.ef37af1a3001febf5b37ed129424c3f9,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,frozen_event_episode_registry,MARKET_ECOLOGY_TRANSITION,MARKET,EVENT_EPISODE,episode_maturity_time,registered_episode_maturity,PIT_VERSIONED_HISTORY,EVENT_SEMANTIC_CONTRACT_ASSERTED,condition-only,True,"[""BROAD_EVENT_FROZEN_ENTRY""]",
