candidate_id,expression_hash,expression,generator_arm,generator_route,seed,round_id,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,blocker_flags,phase3ca_proxy_quality,train_reward,train_reward_decision,train_reward_blockers,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0
phase3cp_00011,cc39d7f681d1d4c000a17559,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6ace37bd35f0fab316,1d5c220e77d0c0ecd6,4ccb0eead839,0.03212,0.03212,0.544968,0.42,,0.2148504,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00028,cb9eab78dc5c9f512d674c95,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",challenger_repair,future-phase3cr-repair,,challenger_repair/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,f3d0ccad29ac7200a7,0a3fdd7a0e3b1ee514,2f158d4bbf6b,0.03552,0.03552,0.549728,0.58,,0.2129784,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00032,302c068ebfff8ae1c3e35c64,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",challenger_repair,future-phase3cr-repair,,challenger_repair/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,4926a97a8ff2d2c4d5,213c37a95c7c7e138f,4c11fea9a366,0.03552,0.03552,0.549728,0.58,,0.2129784,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00017,eac8039dd584de14582c9d95,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,dd0cbfd4948290aab1,33b91cd228d05c4f76,6d9e26612dcc,0.03122,0.03122,0.543708,0.48,,0.2117724,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00015,f31d75d58dd483cdfb89a26f,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,505c9d9dcd48c5334b,b586812cefdc7286f2,a9e7959b75e7,0.03052,0.03052,0.542728,0.48,,0.2093784,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00020,ce2b5b95a9aa65e21ddb06ef,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),20))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.03052,0.03052,0.542728,0.48,,0.2093784,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00022,e9a424f121186b5731b6313a,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,505c9d9dcd48c5334b,b586812cefdc7286f2,a9e7959b75e7,0.03052,0.03052,0.542728,0.48,,0.2093784,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00031,c8af19143070433e5893b16e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",challenger_repair,future-phase3cr-repair,,challenger_repair/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6ace37bd35f0fab316,1d5c220e77d0c0ecd6,4ccb0eead839,0.03412,0.03412,0.547768,0.58,,0.2081904,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00029,cb38cb24d3358b634f787763,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))),ZScore(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",challenger_repair,future-phase3cr-repair,,challenger_repair/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,505c9d9dcd48c5334b,b586812cefdc7286f2,a9e7959b75e7,0.03342,0.03342,0.546788,0.58,,0.2057964,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00019,d21213733c1b367e15f53e43,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),2))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.02912,0.02912,0.540768,0.48,,0.2045904,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00007,e1a686878b947a8ce2f6222a,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.02862,0.02862,0.540068,0.42,,0.2028804,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00010,d2788f748267d764061de5da,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,152605e05e909b77c2,9cfef81cfbb0fae593,cff2ed07fbb5,0.02862,0.02862,0.540068,0.42,,0.2028804,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00025,4fdc1d3d5632852f7a008413,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),3))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9e96ab1433d465d733,b244beaf15854a7b91,5fa9d9e6c005,0.02842,0.02842,0.539788,0.48,,0.2021964,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
phase3cp_00014,fc53d696f46024d3e8a1bdd1,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,scheduler_controlled_smoke,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,0eefd6eb7e19cb2f4e,204630a6fe8a74ffb4,d4aa8f59f566,0.0278,0.0278,0.53892,0.42,,0.200076,-0.16,TRAIN_REWARD_REJECT,cp_smoke_not_clean,-0.05,0.35,0.7,0.82
