backend,route_id,pair_id,primary_candidate_id,control_candidate_id,pair_evaluation_status,pair_evaluation_blockers,primary_train_reward,control_train_reward,matched_train_increment,primary_train_rank_ic,control_train_rank_ic,matched_rank_ic_increment,primary_turnover,control_turnover,matched_turnover_increment,pair_support_count,pair_support_overlap,clock_namespace,support_unit,primary_expression,control_expression,primary_receipt_hash,control_receipt_hash,pair_receipt_hash
stock_session,DISCLOSURE_EVENT,cn.pair.830563b4ef3fa667750434ed524d4dd5,cn.comp.1d39cec4a1a3a28f7c2f,cn.comp.1d39cec4a1a3a28f7c2f.control,PAIR_EVALUATED,,0.40112157,0.2342923,0.16682926999999997,0.00200344,-0.0047914,0.00679484,0.03067534,0.02358985,0.00708549,1388893,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_rece_acceleration_at_disclosure))","Add($fund_ba_accounts_rece_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",1817d73e2721f89ee2b1df4a8f5c6b77629b38ac77d1a2268011619e1af6436b,8f53d2787d746f34bae242a777c7053cfbb7fda6b6ada37f527dff830b9422bf,8d5b8c0b4eef246afe71e1a61f5c2a0499b8f69014fc9d39b1ead53e72e401d5
stock_session,DISCLOSURE_EVENT,cn.pair.8c97be01488d6bc9120dcff058d534fd,cn.comp.11eb98116c193f037660,cn.comp.11eb98116c193f037660.control,PAIR_EVALUATED,,0.37243826,0.28645783,0.08598043,-0.00211351,-0.00054309,-0.0015704199999999999,0.03535208,0.02574105,0.00961103,1416758,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_payable_slope_at_disclosure))","Add($fund_ba_accounts_payable_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",05343fd78e72893be9a0d39608d0d4ea37290d3c39751cc7660a0703f122908b,8ec913a2fd0f9228049351b51152bd8f621ea131766414f428ff97dccb4d72f1,eec8cc86fd23d56465ffbe56be967339ad3539c9d0077d5b684c67162e191269
stock_session,DISCLOSURE_EVENT,cn.pair.9618ad6c8a43fced1511a5a1f2d05f11,cn.comp.6ff9cfd027f80d5288bf,cn.comp.6ff9cfd027f80d5288bf.control,PAIR_EVALUATED,,0.25979649,0.18089438,0.07890211,-0.0026425,-0.00622911,0.0035866100000000005,0.02902344,0.02197622,0.00704722,1455434,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_inventory_source_yoy_at_disclosure))","Add($fund_ba_inventory_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",8147df1aac9c927a088778624a8c62e8d2b3a74f251c425777c6cdefe5809de9,6f63adf4aaef0d9810bab8ad7b1f912e8effa0c0a85d55858960c19a7542914c,764f5d2724ed8bca6c74b0dd7a42cc7350dcab4d3c3529d76e3c71e8c09db5fc
stock_session,DISCLOSURE_EVENT,cn.pair.96308021afff35bf96c4e2b11f3dad9c,cn.comp.77c066d0dc2b31ea2e0c,cn.comp.77c066d0dc2b31ea2e0c.control,PAIR_EVALUATED,,-0.11119467,0.34580562,-0.45700029,-0.0290933,0.03129135,-0.06038465,0.02199998,0.00930271,0.012697269999999998,30685,1.0,stock_session,unique disclosure episode,"SafeDiv(EventCount($fund_disclosure_profit_pulse,5),Add(EventCount($fund_disclosure_profit_pulse,20),1),1)",TimeSince($fund_disclosure_profit_pulse),4645feb682801d3899b10335322e612b4f0e6519acb79058f4d835e049163cd2,2a500a2900de49d770dce0f98173693c6a8d61d9084154f754b57518500448c7,c0799b05b378a6760502d408000583b3283769605844d5040e8eb72cd8d7409b
stock_session,DISCLOSURE_EVENT,cn.pair.a37f7395acd5bded0d0019c44f583b16,cn.comp.0f1766071f804239c09c,cn.comp.0f1766071f804239c09c.control,PAIR_EVALUATED,,0.2805034,0.17261848,0.10788492000000002,0.00185669,0.00134676,0.00050993,0.02958581,0.02313255,0.006453259999999999,1528539,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_assets_slope_at_disclosure))","Add($fund_ba_total_assets_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",bc38c808a73239afe7c84e5eac21896bfd3039fa38c07eee2cf28873bdd51ef1,5fdba846d72aaacab2ad2505aa89f2446dc5a2e29707ec05f00af62733dbb105,ecf7305d88efb99e16ba477c575bae5fac43b72e89c5f5985e7c13d9279828da
stock_session,DISCLOSURE_EVENT,cn.pair.a3bef9ebf310643416506a5a80dc924a,cn.comp.07a8eb30a93a71d9b0f7,cn.comp.07a8eb30a93a71d9b0f7.control,PAIR_EVALUATED,,0.28152513,0.32883111,-0.04730597999999997,-0.00010478,0.00751909,-0.00762387,0.02787919,0.02176847,0.00611072,1474153,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_current_liab_yoy_at_disclosure))","Add($fund_ba_total_current_liab_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",0b8bade4cebb0fcfecbab3c9119fb9a48749e2a0df3930c9356af120c5a0c016,c7f3e39ca7d5c61e605cc692c6dd9b51fb6a7903830c53ed607aa186dea7d137,5e1410826e6140e40ddc2d5d0062a9eed8187ad4bc52ceacd7051b700cc6191a
stock_session,DISCLOSURE_EVENT,cn.pair.a5b173d9fbf70731488235d0b82d62bf,cn.comp.1774033bec1a6983266d,cn.comp.1774033bec1a6983266d.control,PAIR_EVALUATED,,0.26507576,0.12718558,0.13789018,-0.0018192,-0.01171912,0.00989992,0.02856182,0.02302814,0.005533680000000003,1478770,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_accounts_rece_acceleration_at_disclosure))","Add($fund_ba_accounts_rece_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",c0b26feee2d77eb392bdee8aa7b4cf554c313223f35e0b2e441db4720b0a8c56,b1ad4f416ef412717baa27714c05a41dc10eed71b99bf21852e5e03a86ee68da,a0e94ae35ed27dd7d06d182b7701be6110424443ee4426b1fcb2b4f20671028c
stock_session,DISCLOSURE_EVENT,cn.pair.a5fd7b598d186a1439ed83f81562a5bc,cn.comp.1321f43d5ea557674d0d,cn.comp.1321f43d5ea557674d0d.control,PAIR_EVALUATED,,0.28597746,0.09824946,0.187728,0.00122636,-0.00804315,0.00926951,0.02906024,0.02054453,0.008515710000000003,1514110,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_assets_yoy_at_disclosure))","Add($fund_ba_total_assets_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",119ab38b8a0a4ee6176d672e9dffbac7af111c5e23972c8d3f16c67bfeccda69,10ed122b4bffb87a86f30f55db62abdaeb65c836e311d1144eedfacfadb9ac69,7d0a209779cc7ab7f8d0736cd2680ca759b28159be4a5d32e491711ae3fe68b3
stock_session,DISCLOSURE_EVENT,cn.pair.ad54d5719c9d4e61b8ee29c6fe4b8059,cn.comp.106a7e1c032ba4a27ba4,cn.comp.106a7e1c032ba4a27ba4.control,PAIR_EVALUATED,,-0.26288239,0.04852409,-0.31140648000000004,-0.06544976,-0.00285709,-0.06259266999999999,0.01254432,0.012632,-8.768000000000144e-05,27653,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_inventory_persistence_at_disclosure))","Add($fund_ba_inventory_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",7eb0d8761ee9aa729c4c3bf2b78282834e7b197edae9159421c998a0b1884ebe,07d9fb3c3046220094f14d57ee35f2aa15176acb117df240ea1e2d89eb93dd8b,ce87d090f9a1bd7815be2a2a517da4e63f5384aa5c0aabfe666efc633f0e7d78
stock_session,DISCLOSURE_EVENT,cn.pair.aeea409543edc74ee5447c16f781c9fb,cn.comp.275877d4cb29072874a7,cn.comp.275877d4cb29072874a7.control,PAIR_EVALUATED,,0.41255612,0.28492525,0.12763087,0.00385464,-0.00159452,0.00544916,0.04166339,0.02252343,0.01913996,1375272,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_inventory_acceleration_at_disclosure))","Add($fund_ba_inventory_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",4ff8204bb60981e55a60bfe5612269972b35bd06061b3f7788ac371bc101c50a,252aec917bc6f30d84174b0bb37da4009fb96165c50e110c0533b546a9725ff0,389dc95438fd714fb08bd3acd62bfb56b094b6b82068bb5c69cc5a9807605604
stock_session,DISCLOSURE_EVENT,cn.pair.aefdc68081c86f7158506dc73182e8a0,cn.comp.03b3ed51f70b5cc0c519,cn.comp.03b3ed51f70b5cc0c519.control,PAIR_EVALUATED,,-0.26640773,0.21532463,-0.48173235999999997,-0.06833666,0.01426017,-0.08259683,0.01255651,0.01232283,0.00023368,29286,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_total_current_liab_persistence_at_disclosure))","Add($fund_ba_total_current_liab_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",e6ca7352e0d4f19bdc9e1253d743579f5573f41dffc4faadc62635f1b9fa4115,8fdf6d890ca5d4f11ac090ca9f0c032105b6182673a844f9e8c99beb3ddb5248,154189c7d17d656e5c352663716e49d3fad5039be78c7bb815a46ebfd6fe85b8
stock_session,DISCLOSURE_EVENT,cn.pair.b606a2b5540445645c90fcc5da508dde,cn.comp.24b98d555849a62f99ac,cn.comp.24b98d555849a62f99ac.control,PAIR_EVALUATED,,0.41070168,0.22172643,0.18897525,0.00247947,-0.004895,0.00737447,0.04124982,0.0214944,0.01975542,1387386,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_current_liab_yoy_at_disclosure))","Add($fund_ba_total_current_liab_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",85c413c309536e281f62acfe1fc6d26605958def835d1bef200bda73b60ef484,a9b3efecdd3c64d0df46c69dee4fd888d3c1663cc9cce9bc2eec481ce278cc53,9cb276ea268b1dc6483449b2b3adfadc5c614d760d1718a340a0f2ce5c24c2de
stock_session,DISCLOSURE_EVENT,cn.pair.b913fc1eea2a7b2456ac477270a8e66c,cn.comp.259111f1995a3bf9c1f3,cn.comp.259111f1995a3bf9c1f3.control,PAIR_EVALUATED,,0.34266546,0.19616412,0.14650133999999998,0.04143683,0.0162068,0.02523003,0.01272656,0.02146755,-0.008740989999999999,29070,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_holder_count_log_change_at_disclosure))","Add($fund_holder_count_log_change_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",a8ff185cd4029faac9430fba7d6b0d618470c090c4c170d2889cb80b8cabb396,489d8cc0af6cc17e915115ce6f135185406e3bb0fd45b7cc3d292d465fc569af,1220ef9abfffa9756cbdc996bfd8399ca624da22b7964345cc25a06114c1ab03
stock_session,DISCLOSURE_EVENT,cn.pair.c405682e55cb9e45c700e9c72d6abd49,cn.comp.392e972e9a0ceb019e67,cn.comp.392e972e9a0ceb019e67.control,PAIR_EVALUATED,,0.39430838,0.26895106,0.12535732,0.00079327,2.595e-05,0.00076732,0.03667093,0.02338948,0.013281449999999997,1431150,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_liabilities_acceleration_at_disclosure))","Add($fund_ba_total_liabilities_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",e370b758d02442f670d8ee651147582ffba8be47e539358c5ab662485b8b3c49,ed0963b3e3db370ae708ac3e6c94b3b05a0a040c0af777e9b11502ec50491540,70dba6adb6399165f7e6661987388f3d821659adec2aedd1478d7f689c10f44a
stock_session,DISCLOSURE_EVENT,cn.pair.c86552bf528f1e00855e38fc36fea7ed,cn.comp.220b00ba22cd6c317b76,cn.comp.220b00ba22cd6c317b76.control,PAIR_EVALUATED,,0.29069422,0.00064077,0.29005345,0.00071547,-0.01690206,0.01761753,0.03278406,0.02242723,0.010356829999999997,1504703,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_equity_source_yoy_at_disclosure))","Add($fund_ba_total_equity_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",5f5fa339241379ef9077247fb759075096ad14c62109b1ae25e41369f2561bba,1f9b8c7afe5060d1d01758bbade4be950dd50ac26c8db55f1bcc5fe224b04158,5f89c22968fb47af9eab4ee1e4abe5ddd06951fce4868161883dde048c1b1172
stock_session,DISCLOSURE_EVENT,cn.pair.cc1bb5653462c4af77be0bb91e3a5ad2,cn.comp.0f300e4bee383ccc3d81,cn.comp.0f300e4bee383ccc3d81.control,PAIR_EVALUATED,,0.42509433,0.39573839,0.029355940000000025,0.0039759,0.0002245,0.0037514000000000002,0.04085175,0.02202017,0.01883158,1423111,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_liabilities_source_yoy_at_disclosure))","Add($fund_ba_total_liabilities_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",9a1dbc6564be79c09f10634cd74680a20089996e76d2947baf5acbd835566991,8ae693656b5c2802f6e17975ecc3185b467babe059ac601088125e70c7e87046,b7e017c1c72f29e091ebadf390a2f7e609968e147245bedc4f1ecad39caea010
stock_session,DISCLOSURE_EVENT,cn.pair.ccddcbeca42d58600ee0caead25f08d6,cn.comp.d562fa60fafb157a01b3,cn.comp.d562fa60fafb157a01b3.control,PAIR_EVALUATED,,0.35227795,0.2841378,0.06814015000000001,-0.00486449,-0.00121833,-0.00364616,0.03003094,0.02294969,0.007081250000000001,1406390,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_payable_acceleration_at_disclosure))","Add($fund_ba_accounts_payable_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",ef3ecd7a214461e15f3a819a7e6ea81b6b4af9b85b46c1a12b299a721029d120,785cbdffe559c24abf0281fc5961191d757cee08ad40b74899acd991fafb552c,0a36768c71377e133e3cc01bf48692525e08492f7a81f7ebe9a7a275204cacd5
stock_session,DISCLOSURE_EVENT,cn.pair.cecb38787e97739b1f8365dfdcc636e9,cn.comp.240f4e16e78b394de5f0,cn.comp.240f4e16e78b394de5f0.control,PAIR_EVALUATED,,0.26921855,0.28890398,-0.019685430000000004,0.00064713,0.00415567,-0.00350854,0.03048256,0.02549624,0.004986319999999999,1511828,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_monetaryfunds_delta_at_disclosure))","Add($fund_ba_monetaryfunds_delta_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",f37cc6b58c4158dd59172f29194cfcaaf518bc2925b40dd81dc6a85f6bd0aebf,23e4d9dc6234a696b7950b14e81c0be472534fac8a26ea04bc6f53426767bf1c,4642803203d7e4b56c6dfc28fe22f4d2e58818b06c2602e7252d97a66d9c928e
stock_session,DISCLOSURE_EVENT,cn.pair.d6b6a0be725236c7487044240c8dad67,cn.comp.362a5d2018531a2c5599,cn.comp.362a5d2018531a2c5599.control,PAIR_EVALUATED,,0.36128761,0.17416118,0.18712642999999998,-0.0052452,-0.00660128,0.00135608,0.03949271,0.02495661,0.0145361,1402784,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_current_assets_slope_at_disclosure))","Add($fund_ba_total_current_assets_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",7706bd5fdc1f8ab1bc627a631286a7f709a5b23b96d07368374196460289b4e1,9b522a72f0339bd45215f422cd6cdee52244d6780ae0821e4f058175faf91618,ee96aece146ac42796641bff8c3d62941d5bb195edced4a788c5eec225024838
stock_session,DISCLOSURE_EVENT,cn.pair.d882ee8e551e6bb2a639a3ca4fb616e4,cn.comp.32e65424bb47daa7f29c,cn.comp.32e65424bb47daa7f29c.control,PAIR_EVALUATED,,0.28764217,0.21452689,0.07311527999999998,0.00165777,-0.00457869,0.00623646,0.02667223,0.02300282,0.0036694100000000014,1483909,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_current_liab_acceleration_at_disclosure))","Add($fund_ba_total_current_liab_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",41f8386ca9eacd73ffb613da4fdc109116785922fb0a0233c7caffdfa711337c,ffb2b6d14d84fd7b65314aae2e15bd456b88b4c9deced303456a568305f47bee,c090ca9004bcc58b0263cd54df4a5ee4e9a207d0c3e33db0dd219e79c399b699
stock_session,DISCLOSURE_EVENT,cn.pair.de969ea304aff5a72e29142a231a77db,cn.comp.41c557450679ec2121ad,cn.comp.41c557450679ec2121ad.control,PAIR_EVALUATED,,0.37207845,0.14968169,0.22239676,-0.00365855,-0.0138566,0.01019805,0.03734482,0.02061012,0.0167347,1383325,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_rece_yoy_at_disclosure))","Add($fund_ba_accounts_rece_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",7973635cd54d4e021ae7bc5d280ea0c480dc90b3fd3c025304674855263f7a47,fdd842839bd640a9d2c6e9c65efb8a6298bfb6382f6d5b4e605b94bce4db4b8e,ef9d06a8a7aee2bddffeb6cde5a02e40d0477498edbea25a627277f25cb40ea5
stock_session,DISCLOSURE_EVENT,cn.pair.ebde4a55174f2dead23b85347aef43e4,cn.comp.011d1696cc995013f228,cn.comp.011d1696cc995013f228.control,PAIR_EVALUATED,,0.27555824,0.24572667,0.02983157,0.00150095,-0.00246129,0.0039622400000000006,0.04777087,0.01937491,0.02839596,1498123,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_liquidity_current_ratio_at_disclosure))","Add($fund_liquidity_current_ratio_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",c51d86b07d7c67c9ac447b8284edf5e1525066fe4b233f531c3606b02b2584eb,37531c798e1ce023f83a9318784b4da5b2d3d86692d315b75d48e704f97dafb4,8b74ddc26961cb87d867fe76bcd63cae9455a8c00c0ba6aa4485fc0f81ceb774
