expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,source_generator,source_lane,policy_score,note,open_direction,abs_aligned_ic_mean,positive_horizon_count,future_wrong_lag_horizon_count,phase3bp_blocker_flags,phase3bp_decision
d04a40a262d710a15ba4ac67,phase3bp_00008,,typed_event_state::event_payload_state::event_inverted,evt_uplimit_auction_money,"Neg(CSRank(WindowStateCount($evt_uplimit_auction_money,10)))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_auction_money_window_state_count_10 role=event_state_search class=event_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
bc57ab5e618048783a7e646b,phase3bp_00012,,typed_event_state::event_payload_state::event_rank,evt_uplimit_auction_offer,"CSRank(WindowStateCount($evt_uplimit_auction_offer,10))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_auction_offer_window_state_count_10 role=event_state_search class=event_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
af7e57ed2cf5764a877878f9,phase3bp_00016,,typed_event_state::event_payload_state::event_inverted,evt_uplimit_fd_close,"Neg(CSRank(WindowStateCount($evt_uplimit_fd_close,10)))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_fd_close_window_state_count_10 role=event_state_search class=event_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f3bb4f9a3da49d763f1080df,phase3bp_00020,,typed_lagged_context::coverage_guarded_context::context_inverted,amount|ctx_ths_hot_rank_diff,"Neg(CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8)))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08,hybrid arm from phase3bp_true1min_typed_event_state: typed lagged context atom ctx_ths_hot_rank_diff_safe_residual_amount role=lagged_context_search class=lagged_context,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
c8b48fd739476cb0ebd41943,phase3bp_00028,,typed_lagged_context::coverage_guarded_context::context_rank,amount|ctx_ths_hot_circulation_value,"CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.08,hybrid arm from phase3bp_true1min_typed_event_state: typed lagged context atom ctx_ths_hot_circulation_value_safe_residual_amount role=lagged_context_search class=lagged_context,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ff8c6ad00332048936263d3f,phase3bp_00033,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_zls_strong|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_zls_strong,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_zls_strong_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ff4ced6a55185facaab61319,phase3bp_00034,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_ths_hot_last_pct|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_ths_hot_last_pct_safe_residual_amount event_minus_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
fc770d6b18cb4e5c05ab3763,phase3bp_00035,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_sent_lb_3_num|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_lb_3_num_safe_residual_amount event_minus_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
fbc868f84b60b94a37eeac32,phase3bp_00036,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_ths_hot_circulation_value|evt_uplimit_type_code,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_ths_hot_circulation_value_safe_residual_amount event_minus_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f9f2cd13d24065190b78053f,phase3bp_00038,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_mian_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_mian_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f943ef5af374d2d642403799,phase3bp_00039,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_downlimit_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_downlimit_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f86020d90a53db5818a61e72,phase3bp_00040,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_lb_2_num|evt_uplimit_type_code,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_lb_2_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f5d58051405c4fbf7b7ab7d3,phase3bp_00042,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_ditian_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_ditian_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_ditian_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f4d0f4e9190c23955c8e1bab,phase3bp_00043,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_sent_downlimit_num|evt_uplimit_type_code,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_downlimit_num_safe_residual_amount event_minus_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f3197cabc11fe1ebefa35062,phase3bp_00044,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_lt5_num|evt_uplimit_type_code,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lt5_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_lt5_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f1348594e2b27dff1a4174ff,phase3bp_00045,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_ths_hot_rank_diff|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_ths_hot_rank_diff_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ef420eb1ac6596f95ec92fac,phase3bp_00047,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_ths_hot_last_price|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_ths_hot_last_price,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_ths_hot_last_price_safe_residual_amount event_minus_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ecb0a37e94ac1cf29ccbbf9e,phase3bp_00048,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_mian_num|evt_uplimit_type_code,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_mian_num_safe_residual_amount event_x_state,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
fe09d99d3ffb8cabd48e7e05,phase3bp_00052,,rx_interaction::rx_range_location::coverage_guarded_context::spread,amount|close|ctx_ths_hot_last_pct|high|low,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_20 x ctx_ths_hot_last_pct_safe_residual_amount spread,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f32fbe25b77adc5b3f5fe371,phase3bp_00075,,rx_interaction::rx_opening_range::coverage_guarded_context::product,amount|ctx_ths_hot_last_pct|m1_first5_high|m1_first5_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_actual_range x ctx_ths_hot_last_pct_safe_residual_amount product,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ee13c85fdae6ae487b0d1bd6,phase3bp_00079,,rx_interaction::rx_range_location::coverage_guarded_context::product,amount|close|ctx_ths_hot_circulation_value|high|low,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction bar_loc_shift_10 x ctx_ths_hot_circulation_value_safe_residual_amount product,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
ec0ff285044b598a57324ae7,phase3bp_00080,,rx_interaction::rx_opening_range::coverage_guarded_context::spread,amount|ctx_ths_hot_last_pct|m1_first5_high|m1_first5_low|open,"CSRank(Sub(ZScore(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_actual_range x ctx_ths_hot_last_pct_safe_residual_amount spread,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e7890840491af8a7491ef81a,phase3bp_00086,,rx_interaction::rx_opening_range::coverage_guarded_context::spread,amount|ctx_ths_hot_rank_diff|m1_first5_high|m1_first5_low|open,"CSRank(Sub(ZScore(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_actual_range x ctx_ths_hot_rank_diff_safe_residual_amount spread,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e2143be02eca2ebda378f2c1,phase3bp_00091,,rx_interaction::rx_opening_range::coverage_guarded_context::product,amount|ctx_ths_hot_last_pct|m1_first15_high|m1_first15_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first15_actual_range x ctx_ths_hot_last_pct_safe_residual_amount product,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
