field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,dtype,observable_time,maturity,pit_status,materialization_status,search_status,recommended_routes,source_artifact,blocked_reason
capability::ctx_rzrq_rzyezb,ctx_rzrq_rzyezb,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_rzrq_rzyezb,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_damian_num,ctx_sent_damian_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_damian_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_ditian_num,ctx_sent_ditian_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_ditian_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_down_num,ctx_sent_down_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_down_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_downlimit_num,ctx_sent_downlimit_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_downlimit_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_gt5_num,ctx_sent_gt5_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_gt5_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_lb_2_num,ctx_sent_lb_2_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_lb_2_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_lb_3_num,ctx_sent_lb_3_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_lb_3_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_lb_h_num,ctx_sent_lb_h_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_lb_h_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_lt5_num,ctx_sent_lt5_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_lt5_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_max_lb_num,ctx_sent_max_lb_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_max_lb_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_mian_num,ctx_sent_mian_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_mian_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_tiandi_num,ctx_sent_tiandi_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_tiandi_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_up_num,ctx_sent_up_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_up_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_uplimit_num,ctx_sent_uplimit_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_uplimit_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_sent_zb_num,ctx_sent_zb_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_sent_zb_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_ths_hot_circulation_value,ctx_ths_hot_circulation_value,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_circulation_value,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::ctx_ths_hot_last_pct,ctx_ths_hot_last_pct,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_last_pct,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_ths_hot_last_price,ctx_ths_hot_last_price,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_last_price,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::ctx_ths_hot_rank,ctx_ths_hot_rank,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_rank,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_ths_hot_rank_diff,ctx_ths_hot_rank_diff,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_rank_diff,STOCK,interaction-only,interaction-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_CROSS_SECTIONAL_LEVEL|SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_zls_df_num,ctx_zls_df_num,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_zls_df_num,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,MARKET_REGIME_CONDITION,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::ctx_zls_lbgd,ctx_zls_lbgd,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_zls_lbgd,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::ctx_zls_strong,ctx_zls_strong,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_zls_strong,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::ctx_zls_ztjs,ctx_zls_ztjs,CAPABILITY_FIELD,lagged_daily_context,true1min_augmented_panel,ctx_zls_ztjs,MARKET,state-only,state-only,,previous_session,1 sessions,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::dataset_route_id,dataset_route_id,CAPABILITY_FIELD,metadata,true1min_augmented_panel,dataset_route_id,STOCK,blocked,blocked,,metadata_only,0 rows,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,identifier/label/clock metadata is not a searchable feature
capability::date,date,CAPABILITY_FIELD,metadata,true1min_augmented_panel,date,STOCK,blocked,blocked,,metadata_only,0 rows,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,identifier/label/clock metadata is not a searchable feature
capability::evt_uplimit_active,evt_uplimit_active,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_active,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_age_min,evt_uplimit_age_min,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_age_min,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_amount,evt_uplimit_amount,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_amount,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_auction_buy,evt_uplimit_auction_buy,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_auction_buy,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::evt_uplimit_auction_money,evt_uplimit_auction_money,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_auction_money,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_auction_offer,evt_uplimit_auction_offer,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_auction_offer,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::evt_uplimit_auction_pre1max_ratio,evt_uplimit_auction_pre1max_ratio,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_auction_pre1max_ratio,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_auction_turnover,evt_uplimit_auction_turnover,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_auction_turnover,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::evt_uplimit_cutoff_minute,evt_uplimit_cutoff_minute,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_cutoff_minute,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::evt_uplimit_fd_close,evt_uplimit_fd_close,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_fd_close,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_fd_max,evt_uplimit_fd_max,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_fd_max,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
capability::evt_uplimit_type_code,evt_uplimit_type_code,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_type_code,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::evt_uplimit_up_limit_keep_times,evt_uplimit_up_limit_keep_times,CAPABILITY_FIELD,event_state,true1min_augmented_panel,evt_uplimit_up_limit_keep_times,STOCK,state-only,state-only,,event_time,0 minutes,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
capability::exec_date,exec_date,CAPABILITY_FIELD,metadata,true1min_augmented_panel,exec_date,STOCK,blocked,blocked,,metadata_only,0 rows,PIT_VERSIONED_HISTORY,REGISTERED_TYPED_CAPABILITY,BLOCKED,,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,identifier/label/clock metadata is not a searchable feature
capability::fund_accruals_profit_minus_cfo_assets,fund_accruals_profit_minus_cfo_assets,CAPABILITY_FIELD,canonical_fundamental_accruals,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,scale_normalized_ratio,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_CROSS_SECTIONAL_LEVEL,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_accruals_profit_minus_cfo_assets_at_disclosure,fund_accruals_profit_minus_cfo_assets_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_accruals,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,disclosure_payload__scale_normalized_ratio,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_acceleration,fund_ba_accounts_payable_acceleration,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,internally_derived_acceleration,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_acceleration_at_disclosure,fund_ba_accounts_payable_acceleration_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,disclosure_payload__internally_derived_acceleration,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_delta,fund_ba_accounts_payable_delta,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,internally_derived_delta,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_delta_at_disclosure,fund_ba_accounts_payable_delta_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,disclosure_payload__internally_derived_delta,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_persistence,fund_ba_accounts_payable_persistence,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,internally_derived_persistence,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_persistence_at_disclosure,fund_ba_accounts_payable_persistence_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,disclosure_payload__internally_derived_persistence,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_slope,fund_ba_accounts_payable_slope,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,internally_derived_slope,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
capability::fund_ba_accounts_payable_slope_at_disclosure,fund_ba_accounts_payable_slope_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,STOCK,disclosure_payload__internally_derived_slope,primary,,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,runtime/field_registry/cn_unified_capability_registry_v3_20260717/unified_capability_registry.json,
