candidate_id,expression_hash,expression,generator_arm,round_id,factor_lane,aligned_ic_mean,aligned_spread_mean,spread_hit_rate,positive_horizon_count,mean_one_way_turnover,blocker_flags,run,source_file,proxy_sortino,mcmc_sortino_median,mcmc_prob_sortino_gt_0,reward_audit_decision,phase3ca_proxy_quality,metric_boundary,generator_route,seed,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,train_reward,train_reward_decision,train_reward_blockers,optimizer_reward,optimizer_reward_source,optimizer_reward_metric,optimizer_reward_split,validation_usage,holdout_usage,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0,train_mean_one_way_turnover,phase3ei_prior_short_policy,phase3ei_source_path,phase3ei_prior_metric,phase3ei_prior_score,phase3ei_prior_decision,phase3ei_prior_decision_priority,phase3ei_recheck_required,phase3ei_required_portfolio_mode,source_round,source_generator,source_lane,fields,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,validation_day_mcmc_prob_gt_0,holdout_day_mcmc_prob_gt_0,inherited_blockers,parallel_chunk_id,train_rank_ic_mean,train_rank_ic_hit_rate,train_rank_ic_loss,train_rank_ic_reward_component,train_rank_ic_obs,train_regime_stability_score,train_regime_reward_component,train_regime_worst_day_sortino,train_regime_median_day_sortino,train_regime_positive_share,train_regime_count,train_regime_method,train_regime_rows,validation_rank_ic_mean,validation_rank_ic_loss,holdout_rank_ic_mean,holdout_rank_ic_loss,phase3eh_oos_usage,budget_status,budget_score,budget_reason,family_key,seed_quota_status,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,typed_gate_decision,typed_gate_reason,registry_version,phase3cp_scheduler_source,abs_aligned_ic_mean,phase3bp_blocker_flags,phase3cp_rank,cem_prior_score,phase3cp_real_cm_loop,cm_required_fields,cm_field_gate_decision,cm_missing_fields,cm_turnover_proxy,cm_turnover_proxy_max,phase3dv_lane,phase3dv_seed_status,phase3dv_seed_budget_score,typed_gate_registry_version
phase3cp_13168,ff10078862c840464744071c,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Delta($vwap,30))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,rx_interaction::rx_opening_divergence::rx_intraday_price_location::spread,0.041587,0.00041587,0.55822179,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24722754,0.24722754,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24722754,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,opening_state,cross_sectional+time_series+arithmetic,opening_state,multi_or_unknown,medium_turnover,c5e5ecb0e412de80ff,32867345c53be9102f,08f87819c6ec,0.041587,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_04.csv,phase3ca_proxy_quality,0.24722754,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,m1_first5_vwap_return_vs_open|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['m1_first5_vwap_return_vs_open', 'vwap']",30,"CSRank(Sub(ZScore($F),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>ZScore>Delta,CSRank:1|Delta:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,5,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,8,complexity_le_10,phase3bp:ff10078862c840464744071c,0.33224968,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_vwap_open x vwap_delta_30 spread,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.041587,,13168,,true,m1_first5_vwap_return_vs_open|vwap,PASS,,0.48,0.95,,,,
phase3cp_16355,4b46c88587af6559e02815db,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),Mean(ZScore(Delta($vwap,20)),3)))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_opening_amount::rx_intraday_price_location::elite_spread_mean3,0.04152519,0.00041525,0.55813526,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.247016,0.247016,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.247016,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,7897210583fb08a24c,2c850b9449a84b9616,3783ef8f2c6a,0.04152519,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_01.csv,phase3ca_proxy_quality,0.247016,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,amount|m1_first15_amount|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['amount', 'm1_first15_amount', 'vwap']",20,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),Mean(ZScore(Delta($F,N)),N)))",CSRank>Sub>ZScore>Div>Add>Abs>Mean>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mean:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,9,opcount_le_9,3,fieldcount_le_4,2,wincount_le_2,20,maxwin_le_30,14,complexity_le_14,phase3bp:4b46c88587af6559e02815db,0.32709905,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 1 elite resample m1_first15_amount x vwap_delta_20,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04152519,,16355,0.32141905,true,amount|m1_first15_amount|vwap,PASS,,0.48,0.95,,,,
phase3cp_16322,52ce498e751386c5e03cc60e,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($volume,30)))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,0.04150558,0.00041506,0.55810781,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24694942,0.24694942,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24694942,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,flow_amount_volume+intraday_return+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,ab21a80418c1e70177,521d2cd7e2c3936146,a810c47747f2,0.04150558,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_02.csv,phase3ca_proxy_quality,0.24694942,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'volume']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Delta($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Mul:1|Neg:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:52ce498e751386c5e03cc60e,0.32546465,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 2 elite resample intraday_ret_from_open_delta_20 x volume_delta_30,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04150558,,16322,0.33422565,true,intraday_ret_from_open|volume,PASS,,0.48,0.95,,,,
phase3cp_16369,a055d197f2f056acb9b51e80,"CSRank(Sub(ZScore(Div($m1_first5_range,Add(Abs($open),0.000001))),Mean(ZScore(Delta($vwap,30)),3)))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_opening_range::rx_intraday_price_location::elite_spread_mean3,0.04147326,0.00041473,0.55806257,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24683834,0.24683834,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24683834,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b1b189fd78cebc19b4,5ddac67a45bca0f529,9e4c26c87dd4,0.04147326,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_03.csv,phase3ca_proxy_quality,0.24683834,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,m1_first5_range|open|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['m1_first5_range', 'open', 'vwap']",30,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),Mean(ZScore(Delta($F,N)),N)))",CSRank>Sub>ZScore>Div>Add>Abs>Mean>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mean:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,9,opcount_le_9,3,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,14,complexity_le_14,phase3bp:a055d197f2f056acb9b51e80,0.32277175,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 2 elite resample m1_first5_range x vwap_delta_30,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04147326,,16369,0.31750075,true,m1_first5_range|open|vwap,PASS,,0.48,0.95,,,,
phase3cp_13179,108585721ee095b1a03efaab,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,10)),ZScore(Delta($volume,30))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,0.04147155,0.00041472,0.55806018,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24683306,0.24683306,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24683306,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,flow_amount_volume+intraday_return+range_location,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,295b94ceb2e066945f,ee5b2cd10077e1f924,78552fd91bc2,0.04147155,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_04.csv,phase3ca_proxy_quality,0.24683306,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'volume']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:108585721ee095b1a03efaab,0.32262947,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_ret_from_open_delta_10 x volume_delta_30 spread,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04147155,,13179,,true,intraday_ret_from_open|volume,PASS,,0.48,0.95,,,,
phase3cp_16338,966a8c54722fffbc99941e22,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($vol,30)))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product,0.04144025,0.0004144,0.55801634,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24672545,0.24672545,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24672545,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,flow_amount_volume+intraday_return+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,5dead5799d20927958,375730d2ba45346e00,90009d1961cb,0.04144025,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_03.csv,phase3ca_proxy_quality,0.24672545,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|vol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'vol']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Delta($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Mul:1|Neg:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:966a8c54722fffbc99941e22,0.3200205,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 2 elite resample intraday_ret_from_open_delta_15 x vol_delta_30,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04144025,,16338,0.3286965,true,intraday_ret_from_open|vol,PASS,,0.48,0.95,,,,
phase3cp_13217,4b786339d34587de84853e24,"CSRank(Sub(ZScore(Delta($pct_chg,30)),ZScore(Delta($vwap,10))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,rx_interaction::rx_intraday_return::rx_intraday_price_location::spread,0.04141447,0.00041414,0.55798026,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24663711,0.24663711,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24663711,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,generic_price_volume,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,070c8cfd132cb8ca90,6e5dfbc8e630689bb9,b569402e118b,0.04141447,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_03.csv,phase3ca_proxy_quality,0.24663711,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,pct_chg|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['pct_chg', 'vwap']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:4b786339d34587de84853e24,0.31787256,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction pct_chg_delta_30 x vwap_delta_10 spread,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04141447,,13217,,true,pct_chg|vwap,PASS,,0.48,0.95,,,,
phase3cp_13234,e35011639d835cc2358a3833,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,10)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,rx_interaction::rx_intraday_return::rx_opening_amount::spread,0.04136421,0.00041364,0.55790989,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24646543,0.24646543,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24646543,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,flow_amount_volume+intraday_return+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,90ef3fe81e047c937f,7d3ea5f2e58f805358,587f1ba7209f,0.04136421,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_02.csv,phase3ca_proxy_quality,0.24646543,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|m1_first30_vol|volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",10,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Sub>ZScore>Delta>ZScore>Div>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,10,maxwin_le_15,12,complexity_le_14,phase3bp:e35011639d835cc2358a3833,0.31368396,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_ret_from_open_delta_10 x m1_first30_vol spread,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04136421,,13234,,true,intraday_ret_from_open|m1_first30_vol|volume,PASS,,0.48,0.95,,,,
phase3cp_16243,aed031453e64f9163dd9e051,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($vwap,30)))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_intraday_return::rx_intraday_price_location::elite_inverted_product,0.04134319,0.00041343,0.55788046,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24639356,0.24639356,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24639356,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,intraday_return,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,89b460687f2011e9eb,558e6b7ecdf8ce3279,d00556c742fb,0.04134319,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_03.csv,phase3ca_proxy_quality,0.24639356,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'vwap']",30,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Delta($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Mul:1|Neg:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,11,complexity_le_14,phase3bp:aed031453e64f9163dd9e051,0.42859899,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 2 elite resample intraday_ret_from_open_delta_15 x vwap_delta_30,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04134319,,16243,0.43715999,true,intraday_ret_from_open|vwap,PASS,,0.48,0.95,,,,
phase3cp_13129,22a0a2c89a4e771ff1e5524b,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($vwap,30))))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,rx_interaction::rx_intraday_return::rx_intraday_price_location::spread,0.04128388,0.00041284,0.55779743,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24619097,0.24619097,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24619097,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,intraday_return,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,0ac166591bd2160102,adc6cfd8fd4117d879,0d56cfd406dd,0.04128388,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_02.csv,phase3ca_proxy_quality,0.24619097,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,intraday_ret_from_open|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['intraday_ret_from_open', 'vwap']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Delta($F,N))))",CSRank>Sub>ZScore>Delta>ZScore>Delta,CSRank:1|Delta:2|Sub:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:22a0a2c89a4e771ff1e5524b,0.42365678,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction intraday_ret_from_open_delta_15 x vwap_delta_30 spread,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04128388,,13129,,true,intraday_ret_from_open|vwap,PASS,,0.48,0.95,,,,
phase3cp_16291,01f66364086ba9cd3ac884ed,"CSRank(Sub(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),Mean(ZScore(Delta($vwap,30)),3)))",typed_ast_fresh,typed_ast_fresh/round1_scheduler_controlled,cem_resample::rx_opening_range::rx_intraday_price_location::elite_spread_mean3,0.04117136,0.00041171,0.55763991,3,0.48,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3dc_local_train_reward_complement_20260627\search_outputs\typed_ast_fresh\round1_scheduler_controlled\phase3cp_top_decisions.csv,0.24580577,0.24580577,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,0.24580577,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,phase3bt-ast-algorithm-bakeoff,,,scheduler_controlled_smoke,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,5d542e70061e687b4c,85e70ea8fadb9b419b,ba4b8242de58,0.04117136,,,,,,,,report_only,report_only,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_01.csv,phase3ca_proxy_quality,0.24580577,,0,True,long_only_top,,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,m1_first30_range|open|vwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['m1_first30_range', 'open', 'vwap']",30,"CSRank(Sub(ZScore(Div($F,Add(Abs($F),N))),Mean(ZScore(Delta($F,N)),N)))",CSRank>Sub>ZScore>Div>Add>Abs>Mean>ZScore>Delta,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mean:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,9,opcount_le_9,3,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,14,complexity_le_14,phase3bp:01f66364086ba9cd3ac884ed,0.35594678,1,read_only_research_candidate,hybrid arm from phase3bp_true1min_cem_elite: cem round 2 elite resample m1_first30_range x vwap_delta_30,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618,phase3co_arm_budget_table,0.04117136,,16291,0.35055778,true,m1_first30_range|open|vwap,PASS,,0.48,0.95,,,,
