candidate_id,expression_hash,expression,generator_arm,round_id,factor_lane,aligned_ic_mean,aligned_spread_mean,spread_hit_rate,positive_horizon_count,mean_one_way_turnover,blocker_flags,run,source_file,proxy_sortino,mcmc_sortino_median,mcmc_prob_sortino_gt_0,reward_audit_decision,phase3ca_proxy_quality,metric_boundary,generator_route,seed,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,train_reward,train_reward_decision,train_reward_blockers,optimizer_reward,optimizer_reward_source,optimizer_reward_metric,optimizer_reward_split,validation_usage,holdout_usage,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0,train_mean_one_way_turnover,phase3ei_prior_short_policy,phase3ei_source_path,phase3ei_prior_metric,phase3ei_prior_score,phase3ei_prior_decision,phase3ei_prior_decision_priority,phase3ei_recheck_required,phase3ei_required_portfolio_mode,source_round,source_generator,source_lane,fields,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,validation_day_mcmc_prob_gt_0,holdout_day_mcmc_prob_gt_0,inherited_blockers,parallel_chunk_id,train_rank_ic_mean,train_rank_ic_hit_rate,train_rank_ic_loss,train_rank_ic_reward_component,train_rank_ic_obs,train_regime_stability_score,train_regime_reward_component,train_regime_worst_day_sortino,train_regime_median_day_sortino,train_regime_positive_share,train_regime_count,train_regime_method,train_regime_rows,validation_rank_ic_mean,validation_rank_ic_loss,holdout_rank_ic_mean,holdout_rank_ic_loss,phase3eh_oos_usage,budget_status,budget_score,budget_reason,family_key,seed_quota_status,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,typed_gate_decision,typed_gate_reason,registry_version,phase3cp_scheduler_source,abs_aligned_ic_mean,phase3bp_blocker_flags,phase3cp_rank,cem_prior_score,phase3cp_real_cm_loop,cm_required_fields,cm_field_gate_decision,cm_missing_fields,cm_turnover_proxy,cm_turnover_proxy_max,phase3dv_lane,phase3dv_seed_status,phase3dv_seed_budget_score,typed_gate_registry_version
phase3dv_00274,1b2883c801a61fbb6aa93fb3,"CSRank(Mul(Sign(CSRank(StateDwell($evt_uplimit_active,15))),CSRank(Sub(Neg(CSRank(MaskedCorr($ctx_rzrq_rqyl,$vwap,120,0.8))),CSRank(MaskedZScore($ctx_billboard_accum_amount,120,0.8))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,mul_event_context_spread,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,301d55e14d74ce66a9,a20688da5783a0d8d9,62b5ff9d0396,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00275,e67b2055a10b78be446e381d,"CSRank(Add(CSRank(WindowStateCount($evt_uplimit_fd_close,5)),CSRank(ValidRatioGate($ctx_billboard_billboard_buy_amt,120,0.6))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,add_event_context,lagged_context+limit_event_state,cross_sectional+arithmetic,board_transition,multi_or_unknown,low_turnover,29c2892d4ee1f4ce76,9862872dafbd738776,1dfb59c36a08,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00276,c5492ad39644a4406455fb97,"CSRank(Add(Sub(Neg(CSRank(MaskedCorr($ctx_rzrq_rzche,$vol,40,0.6))),CSRank(MaskedZScore($ctx_billboard_billboard_buy_amt,10,0.8))),Sign(CSRank(StateDwell($evt_uplimit_auction_offer,15)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,spread_context_event,flow_amount_volume+lagged_context+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,board_transition+opening_state,multi_or_unknown,low_turnover,c35072117d925c7e13,5ed1484fa3d8076a85,18e01118f840,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00277,73b1cf9d5c4bd69e1bd8f289,"CSRank(Sub(CSRank(MaskedZScore($ctx_sent_uplimit_num,10,0.5)),Neg(CSRank(SinceLastEvent($evt_uplimit_active)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,sub_context_event,limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,eeee048ead0894f7e5,fd01151171ef39b80f,0569b62aea0f,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00278,2615016a42480bb88eba7768,"CSRank(Sub(Neg(CSRank(MaskedCorr($ctx_rzrq_rqye,$vwap,20,0.6))),Sign(CSRank(StateDwell($evt_uplimit_fd_max,15)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,sub_context_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,3546483ff4fabb730c,ca21fba4437700365a,703be136ef92,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00279,23c35325388bedf977000c79,"CSRank(Add(Mul(Sign(Neg(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,20)))),CSRank(Sub(Neg(CSRank(MaskedZScore($ctx_rzrq_rqyl,10,0.6))),Neg(CSRank(MaskedZScore($ctx_rzrq_rzrqye,40,0.8)))))),Neg(CSRank(MaskedZScore($ctx_hfq_ps_ttm,10,0.6)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,three_context_spread,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,limit_up,multi_or_unknown,low_turnover,7e4efaafe8cf20d55d,120e32141e1175e30d,fd56121e9291,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00280,81b0790e9a1d70751471b83b,"CSRank(Add(Mul(Sign(Sign(CSRank(WindowStateCount($evt_uplimit_amount,3)))),CSRank(Sub(Neg(CSRank(MaskedCorr($ctx_billboard_deal_amount_ratio,$vwap,120,0.5))),CSRank(MaskedZScore($ctx_billboard_sell_ratio,60,0.8))))),CSRank(ValidRatioGate($ctx_hfq_market_cap_yuan,60,0.5))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,three_context_spread,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,0633bedb675f7d41c2,ff1158ee684983fbf7,06784947d54c,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00281,b1393e5f363e5b78034d31a6,"CSRank(Add(Mul(Sign(CSRank(EventCount($evt_uplimit_active,3))),CSRank(Sub(CSRank(MaskedCorr($ctx_hfq_pe_ttm,$amount,60,0.8)),CSRank(ValidRatioGate($ctx_sent_lb_2_num,10,0.5))))),Neg(CSRank(MaskedZScore($ctx_hfq_pe_ttm,20,0.5)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,three_context_spread,flow_amount_volume+limit_event_state,cross_sectional+arithmetic+state_transform,high_board,multi_or_unknown,low_turnover,ece2aefea0856cac27,21e3d878978bd1defd,9079cd090cd8,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00282,9c864e5e52ac9860c2c8ebad,"CSRank(Add(Add(Sign(CSRank(EventCount($evt_uplimit_active,20))),Neg(CSRank(MaskedCorr($ctx_billboard_deal_amount_ratio,$vol,20,0.5)))),Neg(CSRank(MaskedZScore($ctx_billboard_sum_sell_amt,10,0.6)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,add_event_two_context,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,a38df9636ce199ff6a,244cc2be9a04de9537,60962dab1460,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00283,f87cb8de57082668af230f8e,"CSRank(Mul(Sign(Sign(CSRank(StateDwell($evt_uplimit_fd_close,40)))),Neg(CSRank(MaskedZScore($ctx_billboard_billboard_buy_amt,20,0.8)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,mul_signed_event_context,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,0e45c18a4132fcf017,7e51330fac5b92cf8c,53127e8412b3,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00284,50c4aa270ce89f180a8da92c,"Neg(CSRank(Mul(Sign(Neg(CSRank(EventCount($evt_uplimit_auction_money,10)))),CSRank(MaskedCorr($ctx_sent_uplimit_num,$vol,10,0.8)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,neg_mul_signed_event_context,flow_amount_volume+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,8dba10b92f255e6b7b,370f160eb11a58e39b,1e6c41c1e6f8,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00285,f8a63c0ded350af4582085fd,"CSRank(Sub(CSRank(EventCount($evt_uplimit_active,5)),CSRank(MaskedZScore($ctx_hfq_ps_ttm,10,0.8))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,sub_event_context,limit_event_state,cross_sectional+arithmetic,none,multi_or_unknown,low_turnover,3cb5ceb33a3e16828f,37da67fef6cb832c16,d05ab4d3418f,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00286,b9bd90f8bb5334fd798116e5,"CSRank(Sub(CSRank(MaskedZScore($ctx_billboard_buy_ratio,20,0.8)),Neg(CSRank(EventCount($evt_uplimit_fd_max,20)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,sub_context_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,f4f069a03e6489594b,2290739fb08cb2373f,ca519635d24e,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00287,4a31bf20d290eeefadb00d67,"CSRank(Mul(Sign(CSRank(StateDwell($evt_uplimit_fd_close,3))),CSRank(Sub(CSRank(MaskedZScore($ctx_rzrq_rzye,120,0.8)),Neg(CSRank(MaskedZScore($ctx_billboard_billboard_buy_amt,10,0.6)))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,mul_event_context_spread,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,8eba4533165112df5c,db674737d6624335ca,7d9a572ab1fb,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00288,1821c722fc6a6eeadb14bd72,"CSRank(Mul(Neg(CSRank(WindowStateCount($evt_uplimit_auction_offer,5))),Sign(Neg(CSRank(MaskedCorr($ctx_rzrq_rzye,$amount,10,0.8))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,event_context_gate,flow_amount_volume+lagged_context+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,2637cd2b253fbaf872,f6522cda7ffa70c678,a5500df62d1f,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00289,5033fdb92474d88caa2d3371,"CSRank(Mul(CSRank(EventCount($evt_uplimit_active,10)),Sign(CSRank(ValidRatioGate($ctx_hfq_pe_ttm,10,0.5)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,event_context_gate,limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,1c5d1f84715a554d7d,d5568fc65833bc93eb,bdd445d0cfdc,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00290,0033d97e9cb92e54529f404b,"CSRank(Sub(Sign(CSRank(EventCount($evt_uplimit_fd_max,40))),CSRank(MaskedZScore($ctx_sent_gt5_num,20,0.6))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,sub_event_context,limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,e86c0e00b722b5f042,01ab70f66d5af6ac1f,bda1fb88a74c,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00291,8b202f95d763b7c37dfbaa36,"CSRank(Add(Sub(CSRank(MaskedCorr($ctx_holder_avg_hold_num,$amount,60,0.6)),Neg(CSRank(MaskedZScore($ctx_rzrq_rzche,10,0.5)))),CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,spread_context_event,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,limit_up,multi_or_unknown,low_turnover,c824f78890a1b30b92,46d463fcd09c1f6444,3b0ee933793e,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00292,d2d67eee5da06fe4d3355684,"Neg(CSRank(Add(Mul(Sign(Sign(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,40)))),CSRank(Sub(Neg(CSRank(MaskedCorr($ctx_billboard_billboard_deal_amt,$amount,40,0.6))),CSRank(ValidRatioGate($ctx_billboard_billboard_deal_amt,10,0.8))))),Neg(CSRank(MaskedZScore($ctx_hfq_pe_ttm,10,0.8))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,three_context_contrarian,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition+limit_up,multi_or_unknown,low_turnover,47b60de5b01c1e6277,1ec6d74e587bb4d067,1f133a737a5a,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
